speaker,vowel,f1,f2,f3,duration,df1_off,df2_off,df3_off,df1_on,df2_on,df3_on,language,register
HS10,a,6.9752241,11.87550439,16.19021505,68.632,0.106971422,0.019770101000000002,-0.158278615,-0.244182433,0.019715981,0.109234139,sp,ads
HS10,e,5.583820402,13.2635026,15.3780083,240,0.28090623,-0.430245902,-0.125207452,-0.769343278,0.903173287,0.138452168,sp,ads
HS10,a,7.553129009,12.16568359,15.60176387,63.539,0.236535722,-0.504474402,0.160790272,-0.216027351,0.175960974,0.137092701,sp,ads
HS10,u,2.470484821,7.945177948,14.86653345,30,0.383670825,-0.772121517,-0.724369724,0.266683638,-0.064197556,-0.295000472,sp,ads
HS10,a,5.64882607,11.50698904,15.66646738,90,0.345911898,-0.344784715,-0.154217333,-0.270814932,-0.168018322,-0.027941661,sp,ads
HS10,u,3.794933676,8.804908547,15.3394212,70,0.145252366,-0.18400886,0.050343596,0.009617223,0.502352435,-0.110441174,sp,ads
HS10,e,4.098657661,12.27477612,15.70491447,50,1.162771389,0.518711996,0.055624565,0.194898824,0.151387867,-0.230507725,sp,ads
HS10,o,4.744098361,9.598222222,15.55381098,38.471,-0.035246975,-0.005294122,-0.002189018,-0.061961082,-0.712330134,-0.050595231,sp,ads
HS10,a,5.737544957,11.74803097,15.71129525,50,0.45139234,-0.299141291,0.079238516,0.362885151,-0.37092377,-0.236888509,sp,ads
HS10,a,6.911183192,12.28969116,15.38704809,110,0.497950678,-0.622819651,-0.040494245,-0.695177083,-0.188752143,-0.13719083,sp,ads
HS10,e,4.210449391,13.39436979,15.41632417,40,0.405898493,0.512533991,-0.038047484,0.382551022,0.299378714,-0.04737068,sp,ads
HS10,o,3.804550898,10.50467727,15.6814522,40,0.73462157,-0.486524355,-0.321293743,0.218947619,-0.795979702,-0.310233598,sp,ads
HS10,u,2.842176628,7.492870933,16.27283946,40,0.655528302,-0.159833781,1.281260512,0.309478302,0.760508141,-1.102268635,sp,ads
HS10,a,5.501984974,12.10476396,15.71766834,40,0.393459592,-0.076067808,-0.021188228,-0.041160886,-0.260917806,0.040185082,sp,ads
HS10,e,4.945205035,12.45168421,15.52747289,60,0.55091932,-0.054370835,0.033105071,0.188879473,-0.040145546,-0.120139968,sp,ads
HS10,a,5.656923077,11.79609702,16.4119061,35.758,-0.350083096,-0.122711394,0.16773498,0.46672863,-0.516839244,-0.150514302,sp,ads
HS10,a,5.099991939,12.16568359,15.90535044,70,2.629507118,0.721256711,0.155931607,-0.094323923,0.109092531,-0.369083832,sp,ads
HS10,e,3.649681309,12.86815722,15.26373166,150,1.071801291,0.162840767,-0.268139892,-0.24630299,0.195645594,0.06657049,sp,ads
HS10,e,5.2103929430000004,11.50283465,15.23362624,30,-0.348944596,-0.293262377,0.032605784,-0.084821284,0.04143905,0.089826642,sp,ads
HS10,e,6.154530831,12.30085661,15.82068471,40,0.33699189,-0.172627362,-0.074414101,0,0.309112172,-0.035511955,sp,ads
HS10,a,5.697312965,14.57674833,15.75785342,47.158,-0.112254623,0.070801657,0.031699578,-0.07281611,0.304639957,0.218695595,sp,ads
HS10,a,7.017683284,12.00464004,15.75995996,140.3,0.264847907,-0.149661032,0.136540775,0.035240243,-0.152866293,0.091859846,sp,ads
HS10,a,5.176546185,12.09711201,15.38704809,119.136,0.583545772,0.178303593,0.093374666,1.130971869,-0.115778677,0.366589728,sp,ads
HS10,a,5.0056680160000004,9.361905988,15.46551142,40,0.53870247,-0.183189553,0.053681019,0.213169659,-0.3106273,0.061961465,sp,ads
HS10,o,3.814159897,10.20056304,15.6814522,50,0.390880211,-0.07834074,1.319710307,0.199907899,-0.992557837,-0.440863963,sp,ads
HS10,i,3.110864198,14.65442478,15.68999597,80,0.891120608,0.993925259,0.430885231,0.061132284,-2.926515612,0.567574124,sp,ads
HS10,i,3.794933676,14.35633311,15.63421394,60,-0.284981829,0.172926108,0.166477313,-1.110622944,-0.362421486,0.068571891,sp,ads
HS10,a,5.185018065,13.80134885,15.34169858,30,-0.050688783,0.092545021,-0.009100084,-0.672872249,-1.295293802,-0.105750707,sp,ads
HS10,e,4.098657661,15.13759118,15.78097902,73.219,-0.185695624,0.325858311,-0.020935236,-0.265304394,-0.088110521,0.273763147,sp,ads
HS10,a,6.989397944,11.96965142,15.70278583,69.097,0.113976969,0.019512338,-0.873132915,-0.404900193,0.245145158,0.010634641,sp,ads
HS10,a,6.723766282,12.0278709,15.52527221,92.314,1.370727652,0.36879466,0.093249085,-0.569235451,-0.271806774,0.008797323,sp,ads
HS10,i,3.84293766,14.45294621,15.4118304,28.265,-0.057334912,-0.144617154,-0.174722303,-0.379958937,-0.075007363,-0.495930749,sp,ads
HS10,o,5.575665879,14.03970184,16.41005259,38.228,0.040869195,0.194060572,0.562373418,-0.024502171,-0.025714912,0.075427370999999993,sp,ads
HS10,e,2.372993631,9.118798171,14.93307709,30,-0.021733642,-0.291988346,-0.178463825,0.364174828,1.628361155,0.272613111,sp,ads
HS10,o,5.35303863,10.69186592,15.77468213,70,1.752192709,-1.011823405,-0.268107664,-0.108907325,-0.645291927,-0.378609219,sp,ads
HS10,o,3.785308219,10.86110329,15.53406953,30,0.532302084,-0.616755869,-0.230100973,0.26643459,-0.109353877,0.100144409,sp,ads
HS10,a,5.193483146,12.34534076,14.0567853,39.712,0.309085752,-0.550145742,-0.674291624,0.151218049,-0.541263623,0.927513927,sp,ads
