speaker,vowel,f1,f2,f3,duration,df1_off,df2_off,df3_off,df1_on,df2_on,df3_on,language,register
s01,ih,5.469069307,13.75076776,16.08845617,69.161,0.654592183,-0.147611124,16.42968478,-0.707333025,0.228764072,-0.007912689,en,ads
s01,ah,6.71648548,12.24110072,14.91589965,136.964,0.561954649,-0.516614153,15.27252087,-0.243345639,-0.481023352,-1.356209506,en,ads
s01,ih,4.761736282,11.42345491,13.03381901,74.426,0.186651606,0.080237168,13.40955279,0.209423491,-0.38789935,0.236129,en,ads
s01,ah,5.705371966,12.31571618,15.54065808,165.178,-1.284025979,-0.04070141,15.90269881,0.278142905,1.438038286,0.33387657,en,ads
s01,ah,6.05382602,13.89254125,15.77678193,73.907,1.604985139,-0.767025309,16.10774865,1.013157527,-0.545743322,0.215904052,en,ads
s01,iy,4.051742809,15.13286381,16.25757009,49.498,0.247191911,0.722662771,16.59189774,-0.037675012,0.063482952,0.11152836000000001,en,ads
s01,ah,5.689247649,12.99026808,16.52004458,96.87,1.694065291,0.177105602,16.87591715,-0.649182976,0.146260181,-0.08226222,en,ads
s01,ah,6.562326454,10.90171495,15.21035601,163.408,1.462334515,-0.462701736,15.58580315,1.182364904,1.279116814,-0.058606756,en,ads
s01,ah,3.028849558,12.77856115,16.36348745,40.005,-4.122064167,-0.268600773,16.71620106,0.08201464,-0.272506105,-0.41530027,en,ads
s01,ih,5.369693593,12.58145985,16.03480601,152.56,1.632636536,-0.197101297,16.39114575,0.016628474,-0.446170487,-0.18919838,en,ads
