,speaker,vowel,f1,f2,f3,duration,df1_on,df2_on,df3_on,df1_off,df2_off,df3_off,language,register,learned_cats
64,HS10,a,555,1290,2760,55.873,-31.0,-148.0,-146.0,34.0,-81.0,-120.0,sp,ads,4
65,HS10,a,542,1487,2721,49.147,-9.0,-225.0,234.0,4.0,-160.0,-289.0,sp,ads,6
66,HS10,u,210,839,2651,40.0,31.0,32.0,-157.0,14.0,-225.0,61.0,sp,ads,4
67,HS10,e,565,2384,3254,80.0,7.0,-84.0,-95.0,28.0,118.0,238.0,sp,ads,3
68,HS10,e,542,2305,2917,139.79,8.0,404.0,-96.0,319.0,378.0,-543.0,sp,ads,3
69,HS10,a,633,1816,3019,70.0,19.0,60.0,-106.0,64.0,-78.0,16.0,sp,ads,6
70,HS10,i,359,2251,2785,80.0,22.0,134.0,69.0,44.0,555.0,118.0,sp,ads,0
71,HS10,e,575,2312,3037,40.356,-18.0,71.0,16.0,-21.0,139.0,-4.0,sp,ads,3
72,HS10,a,438,1478,2978,50.0,36.0,152.0,-35.0,33.0,-103.0,22.0,sp,ads,5
73,HS10,e,556,2095,2861,190.0,-55.0,-76.0,-12.0,12.0,283.0,31.0,sp,ads,3
74,HS10,u,339,903,2678,100.0,204.0,624.0,885.0,72.0,82.0,-354.0,sp,ads,4
75,HS10,a,657,1778,3252,80.0,31.0,-39.0,-77.0,171.0,5.0,58.0,sp,ads,2
76,HS10,u,399,1763,2893,39.849,-14.0,-263.0,-246.0,-27.0,61.0,30.0,sp,ads,5
77,HS10,a,752,1677,2766,130.0,13.0,-1.0,52.0,189.0,-214.0,-153.0,sp,ads,2
78,HS10,o,495,948,2584,38.865,19.0,144.0,610.0,-0.4,43.0,-167.0,sp,ads,7
79,HS10,o,586,1754,3123,40.0,-129.0,-414.0,-399.0,121.0,49.0,-69.0,sp,ads,6
80,HS10,a,673,1912,3197,60.0,49.0,-48.0,-101.0,112.0,27.0,23.0,sp,ads,2
81,HS10,i,445,2663,3143,50.0,-87.0,44.0,-290.0,-27.0,275.0,74.0,sp,ads,0
82,HS10,o,458,1378,1762,30.0,-30.0,65.0,293.0,-4.0,49.0,261.0,sp,ads,5
83,HS10,a,422,1053,2179,30.0,59.0,200.0,1286.0,-13.0,-159.0,-375.0,sp,ads,4
84,HS10,e,595,2361,2993,107.967,7.0,-121.0,546.0,52.0,-66.0,-100.0,sp,ads,6
85,HS10,i,387,2706,3092,91.67,5.0,11.0,248.0,186.0,214.0,97.0,sp,ads,0
86,HS10,a,756,1536,3522,582.25,23.0,54.0,-612.0,361.0,384.0,672.0,sp,ads,3
87,HS10,o,337,1499,3326,70.0,196.0,20.0,265.0,124.0,55.0,293.0,sp,ads,5
88,HS10,e,561,1964,2940,30.0,-285.0,-72.0,-93.0,-20.0,-31.0,-145.0,sp,ads,3
89,HS10,e,372,1948,3333,30.0,15.0,-30.0,214.0,123.0,1175.0,613.0,sp,ads,6
90,HS10,o,627,1422,3259,60.0,-153.0,-173.0,-537.0,143.0,-274.0,343.0,sp,ads,6
91,HS10,o,285,1502,2170,30.0,78.0,45.0,578.0,47.0,-52.0,-266.0,sp,ads,5
92,HS10,u,298,922,2900,90.0,24.0,-4.0,-301.0,75.0,4.0,138.0,sp,ads,4
93,HS10,a,733,1680,2847,140.0,-93.0,-34.0,-57.0,83.0,-101.0,-107.0,sp,ads,3
94,HS10,e,577,2079,3087,70.664,-85.0,215.0,-96.0,90.0,148.0,-131.0,sp,ads,6
95,HS10,a,740,1589,3229,80.0,-33.0,-150.0,72.0,142.0,-88.0,-116.0,sp,ads,2
96,HS10,e,478,964,2175,30.034,46.0,1140.0,702.0,69.0,-530.0,7.0,sp,ads,4
97,HS10,i,386,2744,3788,102.749,4.0,-146.0,-596.0,6.0,195.0,-84.0,sp,ads,0
98,HS10,o,517,1164,2539,91.406,-12.0,43.0,44.0,-12.0,-306.0,-511.0,sp,ads,7
99,HS10,o,415,1334,3035,40.0,30.0,109.0,-17.0,135.0,148.0,126.0,sp,ads,4
100,HS10,a,545,1286,2635,52.47,-60.0,-135.0,-244.0,-29.0,182.0,1143.0,sp,ads,7
101,HS10,a,548,1396,2972,40.0,18.0,45.0,16.0,-0.6,-358.0,-118.0,sp,ads,7
102,HS10,u,236,876,2513,38.808,12.0,-20.0,46.0,33.0,-193.0,19.0,sp,ads,4
103,HS10,e,513,2276,3064,54.859,-241.0,-34.0,-155.0,0.9,89.0,19.0,sp,ads,3
104,HS10,e,432,1849,2704,100.0,19.0,674.0,-36.0,42.0,-116.0,-219.0,sp,ads,5
105,HS10,o,358,741,2447,106.57,78.0,145.0,63.0,163.0,-650.0,-215.0,sp,ads,4
106,HS10,e,494,1783,2943,50.0,12.0,-22.0,178.0,79.0,89.0,-21.0,sp,ads,5
107,HS10,e,488,2224,3158,26.061,7.0,12.0,-29.0,-5.0,122.0,448.0,sp,ads,3
108,HS10,e,538,2313,2986,42.115,-29.0,-192.0,-23.0,-31.0,-175.0,-283.0,sp,ads,6
109,HS10,e,435,2570,2985,50.0,29.0,-146.0,-8.0,102.0,306.0,84.0,sp,ads,0
110,HS10,i,422,2367,2994,50.0,-3.0,-72.0,257.0,1.0,199.0,134.0,sp,ads,0
111,HS10,a,600,1832,2809,130.0,50.0,68.0,-648.0,65.0,45.0,-73.0,sp,ads,6
112,HS10,o,467,912,2377,60.0,48.0,135.0,117.0,-163.0,-612.0,-388.0,sp,ads,4
113,HS10,o,462,1558,3209,50.0,-73.0,-680.0,-853.0,225.0,240.0,2.0,sp,ads,5
114,HS10,e,527,2148,2957,80.0,-3.0,-73.0,-29.0,24.0,205.0,118.0,sp,ads,6
115,HS10,i,345,2602,3031,140.0,5.0,43.0,257.0,-24.0,118.0,44.0,sp,ads,0
116,HS10,e,607,2314,3234,260.0,-8.0,-70.0,-48.0,-9.0,-4.0,-5.0,sp,ads,6
117,HS10,a,744,2020,2864,90.0,13.0,-32.0,29.0,318.0,66.0,73.0,sp,ads,3
118,HS10,e,414,1564,2309,40.958,-11.0,258.0,-63.0,-36.0,48.0,-72.0,sp,ads,5
119,HS10,o,533,1572,2397,60.0,-18.0,-40.0,-58.0,-9.0,-256.0,-355.0,sp,ads,5
120,HS10,a,686,1720,2981,100.0,-71.0,16.0,-52.0,181.0,-65.0,10.0,sp,ads,4
121,HS10,a,820,1717,3099,70.0,-43.0,-13.0,-115.0,60.0,24.0,-38.0,sp,ads,2
122,HS10,a,463,1678,3009,49.898,-28.0,136.0,969.0,210.0,576.0,768.0,sp,ads,5
123,HS10,o,460,1167,2165,50.0,-46.0,-150.0,279.0,2.0,-273.0,91.0,sp,ads,4
124,HS10,a,568,1112,1974,60.0,37.0,5.0,-20.0,267.0,-618.0,-507.0,sp,ads,4
125,HS10,a,725,1912,2888,160.0,-67.0,-95.0,38.0,91.0,-189.0,67.0,sp,ads,2
126,HS10,e,467,2363,3026,166.931,-45.0,53.0,138.0,33.0,-64.0,143.0,sp,ads,0
127,HS10,e,318,2050,2994,40.0,24.0,99.0,-88.0,82.0,149.0,61.0,sp,ads,6
128,HS10,i,567,2221,2952,39.386,-77.0,25.0,-112.0,-24.0,107.0,-44.0,sp,ads,3
129,HS10,a,569,1897,2995,22.664,11.0,72.0,59.0,40.0,66.0,167.0,sp,ads,6
130,HS10,a,415,1669,2807,40.0,63.0,-25.0,527.0,63.0,263.0,742.0,sp,ads,5
131,HS10,o,522,1024,2870,109.483,-78.0,-39.0,128.0,-6.0,-58.0,-197.0,sp,ads,4
132,HS10,a,737,1730,2954,160.0,-1.0,-45.0,42.0,138.0,0.7,-59.0,sp,ads,2
133,HS10,o,321,1166,1798,17.771,-36.0,60.0,931.0,-0.6,93.0,-234.0,sp,ads,4
134,HS10,a,209,1233,2735,27.302,50.0,-39.0,-214.0,27.0,-322.0,99.0,sp,ads,5
135,HS10,o,213,1116,2639,24.82,9.0,325.0,-39.0,6.0,54.0,-28.0,sp,ads,4
136,HS10,a,620,1938,2895,50.0,19.0,-229.0,-14.0,73.0,-248.0,-261.0,sp,ads,3
137,HS10,a,717,1836,3173,127.148,-82.0,138.0,-106.0,6.0,61.0,143.0,sp,ads,2
138,HS10,a,496,1505,3098,125.819,-38.0,178.0,86.0,135.0,-55.0,-98.0,sp,ads,5
139,HS10,a,558,2112,3056,43.742,38.0,8.0,-64.0,43.0,-4.0,92.0,sp,ads,3
140,HS10,i,422,2700,3739,32.266,-16.0,-88.0,-739.0,-2.0,-19.0,-91.0,sp,ads,3
141,HS10,e,446,2685,3664,27.302,-11.0,53.0,142.0,27.0,61.0,104.0,sp,ads,0
142,HS10,o,589,1558,3232,60.0,-2.0,-45.0,97.0,48.0,-50.0,-61.0,sp,ads,6
143,HS10,a,719,1669,3311,60.0,-79.0,-43.0,-11.0,70.0,-95.0,-164.0,sp,ads,3
144,HS10,e,428,2317,3119,60.0,-181.0,-165.0,-525.0,-17.0,225.0,236.0,sp,ads,0
145,HS10,e,462,2096,2897,90.0,26.0,69.0,-33.0,49.0,215.0,-135.0,sp,ads,3
146,HS10,a,622,1697,2257,60.0,7.0,-55.0,404.0,46.0,65.0,-667.0,sp,ads,5
147,HS10,u,216,855,2602,30.0,10.0,-60.0,-94.0,13.0,-387.0,-86.0,sp,ads,4
148,HS10,e,544,2143,3036,60.0,4.0,72.0,245.0,10.0,5.0,2.0,sp,ads,3
149,HS10,e,526,1979,2967,110.0,31.0,90.0,-145.0,149.0,76.0,-116.0,sp,ads,6
150,HS10,e,335,1494,2866,42.83,131.0,225.0,95.0,122.0,154.0,57.0,sp,ads,4
151,HS10,e,578,2097,2915,50.0,-37.0,-205.0,-188.0,-4.0,-38.0,-116.0,sp,ads,6
152,HS10,e,530,1890,3109,30.0,28.0,44.0,130.0,145.0,-42.0,5.0,sp,ads,6
153,HS10,e,460,1938,3114,50.0,-2.0,-18.0,-150.0,192.0,89.0,23.0,sp,ads,5
154,HS10,i,369,2312,2903,50.0,-0.7,-62.0,42.0,33.0,113.0,-474.0,sp,ads,0
155,HS10,o,501,1010,2464,39.213,-18.0,97.0,27.0,70.0,95.0,-74.0,sp,ads,7
156,HS10,a,690,1614,3070,70.0,-29.0,-208.0,-9.0,64.0,-165.0,-183.0,sp,ads,3
157,HS10,i,391,2294,2699,40.0,-5.0,22.0,108.0,15.0,328.0,66.0,sp,ads,6
158,HS10,e,536,1896,2828,76.744,-81.0,-294.0,-247.0,10.0,-148.0,-85.0,sp,ads,6
159,HS10,a,732,1744,3026,150.0,5.0,-18.0,51.0,142.0,-23.0,-26.0,sp,ads,3
160,HS10,i,320,2562,3434,67.03,26.0,48.0,-540.0,54.0,151.0,-120.0,sp,ads,0
161,HS10,a,828,1841,3095,117.231,-65.0,10.0,4.0,71.0,33.0,18.0,sp,ads,2
162,HS10,e,576,2217,3006,43.418,-9.0,148.0,-1.0,32.0,-110.0,321.0,sp,ads,3
163,HS10,a,717,1740,3139,70.0,7.0,17.0,123.0,157.0,4.0,-17.0,sp,ads,2
164,HS10,u,356,1183,2995,40.0,-104.0,129.0,-357.0,13.0,47.0,38.0,sp,ads,5
165,HS10,a,757,1639,3168,230.802,47.0,6.0,-44.0,531.0,452.0,992.0,sp,ads,3
166,HS10,e,576,2160,2912,200.261,-40.0,116.0,47.0,75.0,193.0,-46.0,sp,ads,3
167,HS10,i,404,2567,2951,110.0,-17.0,-128.0,-54.0,-42.0,10.0,-7.0,sp,ads,0
168,HS10,a,787,1894,2928,88.85,-175.0,173.0,1.0,-9.0,137.0,14.0,sp,ads,3
169,HS10,a,617,1981,3226,78.075,10.0,-170.0,41.0,34.0,10.0,-202.0,sp,ads,3
170,HS10,e,582,2282,3134,59.568,21.0,216.0,4.0,12.0,81.0,-410.0,sp,ads,6
171,HS10,a,762,1688,3248,68.632,-34.0,4.0,57.0,14.0,5.0,-83.0,sp,ads,2
172,HS10,o,510,1313,2461,80.0,16.0,-60.0,-416.0,-31.0,-1530.0,-1658.0,sp,ads,4
173,HS10,e,579,2077,2860,240.0,-91.0,301.0,62.0,34.0,-138.0,-56.0,sp,ads,6
174,HS10,a,846,1763,2961,63.539,-32.0,47.0,64.0,35.0,-138.0,73.0,sp,ads,2
175,HS10,u,247,906,2644,30.0,25.0,-10.0,-116.0,36.0,-126.0,-312.0,sp,ads,4
176,HS10,a,587,1597,2991,90.0,-33.0,-40.0,-13.0,41.0,-85.0,-73.0,sp,ads,6
177,HS10,u,377,1047,2843,70.0,0.5,89.0,-48.0,16.0,-32.0,22.0,sp,ads,4
178,HS10,e,409,1792,3009,50.0,21.0,41.0,-105.0,118.0,134.0,25.0,sp,ads,5
179,HS10,o,480,1190,2939,38.471,-7.0,-129.0,-22.0,-4.0,-1.0,-0.9,sp,ads,5
180,HS10,a,598,1656,3012,50.0,46.0,-91.0,-109.0,55.0,-76.0,37.0,sp,ads,2
181,HS10,a,753,1796,2864,110.0,-94.0,-50.0,-60.0,69.0,-175.0,-18.0,sp,ads,2
182,HS10,e,421,2118,2877,40.0,42.0,98.0,-21.0,43.0,156.0,-17.0,sp,ads,0
183,HS10,e,563,2466,3533,28.543,-7.0,164.0,-378.0,25.0,152.0,-331.0,sp,ads,3
184,HS10,o,570,1447,2952,50.0,45.0,-15.0,913.0,150.0,-155.0,54.0,sp,ads,6
185,HS10,o,378,1371,2998,40.0,23.0,-161.0,-141.0,74.0,-106.0,-155.0,sp,ads,5
186,HS10,u,282,837,3291,40.0,30.0,118.0,-521.0,61.0,-25.0,596.0,sp,ads,4
187,HS10,a,569,1747,3015,40.0,-5.0,-67.0,19.0,47.0,-20.0,-10.0,sp,ads,6
188,HS10,e,503,1840,2927,60.0,22.0,-11.0,-54.0,62.0,-15.0,15.0,sp,ads,6
189,HS10,a,588,1668,3365,35.758,59.0,-125.0,-80.0,-44.0,-31.0,89.0,sp,ads,6
190,HS10,u,251,664,3008,26.275,-15.0,238.0,-369.0,33.0,-2267.0,-397.0,sp,ads,4
191,HS10,a,521,1763,3105,70.0,-12.0,29.0,-174.0,275.0,181.0,75.0,sp,ads,6
192,HS10,u,249,794,2585,110.0,42.0,58.0,29.0,43.0,-570.0,-239.0,sp,ads,4
193,HS10,e,362,1958,2810,150.0,-25.0,57.0,30.0,105.0,48.0,-119.0,sp,ads,6
194,HS10,i,332,2700,3113,650.0,-59.0,10.0,-61.0,51.0,-179.0,-103.0,sp,ads,3
195,HS10,e,534,1596,2797,30.0,-10.0,10.0,39.0,-42.0,-72.0,14.0,sp,ads,5
196,HS10,e,651,1799,3064,40.0,0.6,85.0,-17.0,43.0,-47.0,-36.0,sp,ads,2
197,HS10,a,593,2530,3034,47.158,-9.0,121.0,106.0,-15.0,27.0,14.0,sp,ads,3
198,HS10,a,768,1721,3035,140.3,5.0,-39.0,44.0,37.0,-38.0,64.0,sp,ads,2
199,HS10,a,530,1745,2864,119.136,142.0,-31.0,168.0,67.0,46.0,42.0,sp,ads,6
200,HS10,a,510,1146,2899,40.0,25.0,-56.0,28.0,60.0,-34.0,24.0,sp,ads,7
201,HS10,o,379,1308,2998,50.0,22.0,-190.0,-198.0,40.0,-16.0,549.0,sp,ads,4
202,HS10,i,308,2560,3002,80.0,6.0,-909.0,281.0,85.0,356.0,193.0,sp,ads,0
203,HS10,i,377,2447,2976,60.0,-110.0,-131.0,32.0,-30.0,63.0,76.0,sp,ads,0
204,HS10,a,531,2251,2844,30.0,-78.0,-396.0,-47.0,-6.0,31.0,-3.0,sp,ads,6
205,HS10,e,409,2756,3045,73.219,-28.0,-36.0,134.0,-20.0,134.0,-9.0,sp,ads,0
206,HS10,a,764,1712,3008,69.097,-55.0,64.0,5.0,16.0,5.0,-447.0,sp,ads,3
207,HS10,a,727,1727,2926,92.314,-76.0,-69.0,4.0,176.0,93.0,42.0,sp,ads,2
208,HS10,i,382,2483,2875,28.265,-40.0,-28.0,-211.0,-6.0,-55.0,-79.0,sp,ads,0
209,HS10,o,578,2333,3364,38.228,-3.0,-9.0,41.0,5.0,67.0,287.0,sp,ads,3
210,HS10,e,238,1102,2671,30.0,35.0,321.0,114.0,-2.0,-53.0,-74.0,sp,ads,4
211,HS10,o,551,1411,3042,70.0,-13.0,-134.0,-174.0,195.0,-234.0,-131.0,sp,ads,6
212,HS10,o,376,1448,2930,30.0,27.0,-24.0,45.0,55.0,-142.0,-107.0,sp,ads,5
213,HS10,a,532,1811,2339,39.712,18.0,-140.0,354.0,36.0,-155.0,-251.0,sp,ads,6
214,HS10,i,404,2437,2557,38.471,30.0,-161.0,2.0,19.0,-42.0,-66.0,sp,ads,0
215,HS10,e,405,1890,2935,50.0,-1.0,101.0,-73.0,38.0,79.0,11.0,sp,ads,5
216,HS10,u,212,719,2760,42.972,88.0,76.0,-140.0,-5.0,-57.0,60.0,sp,ads,4
217,HS10,a,652,1834,2974,160.0,2.0,-134.0,123.0,10.0,-55.0,-134.0,sp,ads,3
218,HS10,e,413,2612,3028,52.122,-8.0,-72.0,142.0,-4.0,50.0,-585.0,sp,ads,0
219,HS10,a,537,1768,3051,64.532,-62.0,-21.0,79.0,2.0,13.0,91.0,sp,ads,6
220,HS10,a,413,1335,2847,40.0,128.0,648.0,313.0,49.0,253.0,167.0,sp,ads,5
221,HS10,o,357,1181,2800,30.0,8.0,-88.0,89.0,17.0,-59.0,45.0,sp,ads,4
222,HS10,i,334,2553,2832,80.0,7.0,159.0,-60.0,126.0,297.0,45.0,sp,ads,0
223,HS10,i,378,2627,2950,100.0,2.0,-175.0,-74.0,-142.0,115.0,-108.0,sp,ads,0
224,HS10,a,252,1880,3168,150.681,417.0,306.0,102.0,48.0,27.0,-219.0,sp,ads,5
225,HS10,e,237,1376,2085,40.0,-7.0,666.0,1183.0,21.0,-186.0,-649.0,sp,ads,5
226,HS10,o,396,1247,2799,70.0,13.0,3.0,-247.0,41.0,14.0,-42.0,sp,ads,5
227,HS10,e,256,1790,2794,30.0,12.0,-30.0,-28.0,21.0,41.0,-87.0,sp,ads,5
228,HS10,e,572,1929,3051,50.0,-57.0,-53.0,-106.0,-11.0,2.0,171.0,sp,ads,6
229,HS10,e,588,2015,2689,100.0,8.0,51.0,491.0,51.0,68.0,-232.0,sp,ads,3
230,HS10,a,509,1682,2203,90.0,-75.0,391.0,612.0,91.0,-169.0,-681.0,sp,ads,6
231,HS10,e,536,2161,2987,50.0,1.0,-172.0,-174.0,224.0,241.0,-41.0,sp,ads,6
232,HS10,o,599,2539,3622,30.0,-19.0,40.0,-575.0,-15.0,47.0,131.0,sp,ads,3
233,HS10,o,566,2477,3513,60.0,24.0,51.0,11.0,169.0,428.0,-337.0,sp,ads,3
234,HS10,e,469,1689,1996,30.0,-12.0,-47.0,513.0,1.0,0.6,-978.0,sp,ads,6
235,HS10,o,501,955,2824,100.0,-21.0,448.0,-687.0,247.0,-158.0,89.0,sp,ads,7
236,HS10,e,425,2172,2913,66.817,18.0,159.0,-93.0,107.0,250.0,15.0,sp,ads,6
237,HS10,i,375,2536,3038,100.694,6.0,-275.0,-300.0,4.0,4.0,134.0,sp,ads,0
238,HS10,e,370,2413,2876,69.306,2.0,59.0,-140.0,99.0,265.0,-46.0,sp,ads,0
239,HS10,a,759,1645,3214,90.0,-3.0,-121.0,-36.0,58.0,-86.0,88.0,sp,ads,3
240,HS10,e,343,1705,2811,50.0,135.0,195.0,128.0,60.0,158.0,-126.0,sp,ads,5
241,HS10,u,320,872,2784,50.0,-33.0,-79.0,-123.0,-42.0,-126.0,-260.0,sp,ads,4
242,HS10,o,457,1071,2919,40.0,4.0,126.0,-33.0,156.0,186.0,123.0,sp,ads,7
243,HS10,a,400,1370,2239,24.361,11.0,-143.0,-14.0,-10.0,3.0,-10.0,sp,ads,5
244,HS10,a,535,1643,2988,30.0,-27.0,26.0,88.0,74.0,59.0,-17.0,sp,ads,6
245,HS10,u,209,865,2625,40.0,8.0,-171.0,-225.0,18.0,-276.0,75.0,sp,ads,4
246,HS10,e,427,1982,2949,40.0,45.0,-4.0,-19.0,-50.0,-95.0,57.0,sp,ads,5
247,HS10,e,458,1725,2888,40.0,25.0,246.0,-16.0,172.0,-49.0,-139.0,sp,ads,6
248,HS10,a,237,1780,2699,68.73,410.0,-37.0,212.0,79.0,134.0,473.0,sp,ads,5
249,HS10,i,242,983,2752,144.544,76.0,1709.0,426.0,33.0,-717.0,305.0,sp,ads,4
250,HS10,e,227,1801,2124,40.0,-3.0,72.0,815.0,1.0,-118.0,-1630.0,sp,ads,5
251,HS10,a,615,1818,3246,70.0,36.0,21.0,58.0,62.0,92.0,270.0,sp,ads,3
252,HS10,o,452,1009,3030,123.849,48.0,228.0,-35.0,217.0,-136.0,3.0,sp,ads,4
