speaker,vowel,f1,f2,f3,duration,df1_on,df2_on,df3_on,df1_off,df2_off,df3_off,language,register
Jos,a,753,1447,1949,80,37,-36,123,76,133,-479,sp,ids
Jos,i,400,2141,2968,40,-11,-160,-216,35,579,63,sp,ids
Jos,a,818,2020,3257,110,57,-1071,-1154,48,-422,-257,sp,ids
Jos,a,730,1967,3382,60,40,85,-64,212,129,80,sp,ids
Jos,i,397,648,2809,70,92,1907,973,37,-1213,-484,sp,ids
Jos,a,995,1849,2522,90,-42,310,775,205,-49,-546,sp,ids
Jos,i,536,932,2344,30,-12,50,32,-10,204,82,sp,ids
Jos,a,1185,1442,2091,130,-127,640,1559,236,-471,-1253,sp,ids
Jos,a,953,1772,2880,280,-123,29,-159,96,-139,-101,sp,ids
Jos,e,616,2805,4144,260.505,13,-168,22,25,228,562,sp,ids
Jos,a,878,1823,2833,223.288,-36,54,-71,81,-103,-86,sp,ids
Jos,e,595,2719,3361,251.123,30,-149,408,22,110,-786,sp,ids
Jos,a,474,1534,2833,526.879,388,153,-88,46,157,555,sp,ids
Jos,e,278,1307,2591,114.94,325,1152,1548,-279,-260,-143,sp,ids
Jos,a,877,2112,3337,161.721,235,-860,-853,159,554,684,sp,ids
Jos,i,980,2551,4030,171.024,-693,-1287,-1060,-137,81,-131,sp,ids
Jos,a,871,1758,2359,259.083,-27,-750,-166,72,409,-351,sp,ids
Jos,e,362,612,2625,233.227,67,5,30,78,-216,-135,sp,ids
Jos,a,493,806,1965,219.201,252,1133,673,-260,-1179,-1830,sp,ids
Jos,e,377,802,2546,159.612,-5,-10,18,39,-290,17,sp,ids
Jos,a,274,1105,2220,120,385,-30,-226,-55,165,-188,sp,ids
Jos,i,406,2549,2942,30,-44,34,23,-61,19,56,sp,ids
Jos,e,394,2406,2511,60,44,-28,348,10,1295,90,sp,ids
Jos,a,766,1676,2594,70,-25,68,-479,52,20,-1653,sp,ids
Jos,a,719,1209,1748,90,19,-136,-32,44,-268,-1840,sp,ids
Jos,i,377,2507,3377,50,-15,-1448,-864,39,1823,881,sp,ids
Jos,a,524,1048,2166,150,-53,-35,-66,63,-13,156,sp,ids
Jos,a,947,1286,2032,410,-286,-402,-166,30,-305,87,sp,ids
Jos,i,374,1256,2533,30,-6,-83,-21,-3,-100,5,sp,ids
Jos,a,890,1927,2572,50,6,-19,21,18,100,-66,sp,ids
Jos,o,698,1170,2254,180,215,459,807,20,92,-121,sp,ids
Jos,a,686,2358,2780,80,-12,3,-78,21,-128,-113,sp,ids
Jos,o,806,1389,2532,90,-14,217,-466,447,-127,-168,sp,ids
Jos,a,652,1477,2098,120,420,52,440,-146,-538,-1148,sp,ids
Jos,e,940,2387,3446,30,-44,102,88,327,188,196,sp,ids
Jos,e,837,2303,2526,100,-99,-453,363,21,249,-86,sp,ids
Jos,a,985,1813,2473,110,6,-72,-73,191,-32,-364,sp,ids
Jos,o,856,1412,2763,120,47,114,14,2,-101,-127,sp,ids
Jos,i,758,2286,3044,30,40,-128,-202,33,-34,-10,sp,ids
Jos,e,403,1603,2672,53.391,-13,-10,2,21,9,73,sp,ids
Jos,o,749,1313,2560,54.934,-0.2,206,58,45,191,-10,sp,ids
Jos,a,335,1404,2588,48.848,-38,107,-0.2,-1052,-985,-896,sp,ids
Jos,o,824,1319,3106,48.072,-38,-5,-296,-34,303,230,sp,ids
Jos,a,590,1610,2149,96.926,-171,-130,-298,-206,-95,-235,sp,ids
Jos,a,838,1976,2900,60,-39,-44,-64,5,-97,88,sp,ids
Jos,i,541,1303,2701,60,-16,-486,-17,-112,-252,-127,sp,ids
Jos,a,890,1751,2594,130,-185,50,112,-34,53,-128,sp,ids
Jos,a,684,1562,2702,60,59,53,28,26,18,-222,sp,ids
Jos,a,1098,1324,2993,30,-62,223,-70,139,151,19,sp,ids
Jos,a,987,2734,3855,30,-36,8,-59,296,1701,1100,sp,ids
Jos,a,933,1656,2690,100,-104,-2,-16,36,23,-52,sp,ids
Jos,o,490,1772,3077,154.481,180,-243,-119,-322,-181,-54,sp,ids
Jos,e,488,2552,2567,235.709,-98,-620,691,-35,75,-512,sp,ids
Jos,o,815,1915,3164,68.232,127,94,103,-149,396,147,sp,ids
Jos,a,825,1717,2610,42.899,-14,114,493,-18,18,47,sp,ids
Jos,a,804,1612,2793,13.956,13,4,-64,14,-1,-108,sp,ids
Jos,a,913,1691,2958,96.92,-91,252,396,217,-90,-263,sp,ids
Jos,o,546,1523,2899,27.138,-61,-30,-64,-163,-48,-19,sp,ids
Jos,a,856,1362,1715,80,-23,349,909,19,-141,-1911,sp,ids
Jos,a,795,1629,2409,30,-6,-16,-243,-123,-115,186,sp,ids
Jos,o,924,1684,2812,30,54,50,-207,58,-82,-272,sp,ids
Jos,a,860,1081,1738,70,-35,82,40,25,-428,-1879,sp,ids
Jos,a,826,1590,2616,30,-6,-11,-138,-54,-41,13,sp,ids
Jos,o,872,1809,2922,40,35,54,-224,15,59,-147,sp,ids
Jos,e,720,1892,2952,60,-81,-31,61,-3,-30,86,sp,ids
Jos,o,450,1005,2790,50,-4,7,-29,135,36,-61,sp,ids
Jos,e,713,1875,3326,50,-58,-211,-899,-18,34,464,sp,ids
Jos,e,454,2278,2813,30,100,-149,-67,11,14,-988,sp,ids
Jos,a,873,1560,2614,80,0.5,190,85,29,136,-22,sp,ids
Jos,o,1060,2183,3356,40,-63,-733,-1193,-14,38,-76,sp,ids
Jos,a,938,1720,2766,110,-150,-152,438,8,-98,-160,sp,ids
Jos,a,799,1887,3066,180,148,-32,-115,-591,352,-301,sp,ids
Jos,o,254,863,2775,331.853,17,-6,122,-325,-1631,-322,sp,ids
Jos,e,600,2635,2936,60,-31,-315,121,-14,-29,43,sp,ids
Jos,e,681,2110,2685,50,56,-5,-123,-16,-3,31,sp,ids
Jos,e,691,1978,2515,76.581,-22,54,69,32,-44,-46,sp,ids
Jos,e,717,2269,2773,37.217,-107,31,80,35,313,-358,sp,ids
Jos,e,1069,2154,3749,130.26,84,81,-276,354,-188,-22,sp,ids
Jos,e,369,1504,3058,50,19,10,-19,2,-92,-100,sp,ids
Jos,e,373,1484,2559,50,18,23,-118,12,-169,-336,sp,ids
Jos,e,363,1690,2921,70,-0.1,-49,-102,-277,-192,64,sp,ids
Jos,a,832,1616,2958,60,31,20,-36,118,74,122,sp,ids
Jos,e,586,1616,3036,30,4,-88,246,17,-132,160,sp,ids
Jos,e,362,1548,2674,30,60,44,21,-23,-30,-252,sp,ids
Jos,o,588,1507,3148,50,-10,-9,-236,156,33,-281,sp,ids
Jos,i,443,2539,3219,80,-10,97,-21,30,159,-56,sp,ids
Jos,o,736,1864,3025,30,-9,-35,-109,-130,-96,-214,sp,ids
Jos,e,486,2391,3290,40,10,-497,-160,28,-27,-387,sp,ids
Jos,o,641,1166,3137,90,-109,-37,-253,-143,-81,-179,sp,ids
Jos,a,877,1287,2953,60,36,62,55,46,126,-61,sp,ids
Jos,o,933,1385,2913,30,-122,56,-50,-210,37,5,sp,ids
Jos,e,181,1730,3028,198.492,54,143,207,-1452,-1089,-1147,sp,ids
Jos,o,1075,1608,3265,50,-12,108,172,-24,-156,33,sp,ids
Jos,o,610,1079,2671,70,83,374,57,305,-158,31,sp,ids
Jos,a,789,1654,3102,60,76,-139,-372,452,237,266,sp,ids
Jos,u,350,1069,2867,70,-8,111,241,37,31,106,sp,ids
Jos,i,405,2691,3352,90,-22,-114,-436,49,212,253,sp,ids
Jos,i,889,2142,2550,30,28,-173,199,45,148,-63,sp,ids
Jos,e,560,2279,2766,130,-25,-61,66,-42,-72,-255,sp,ids
Jos,e,819,2151,3112,30,-99,-30,-83,-104,-56,-110,sp,ids
Jos,e,626,2232,3061,120,-24,63,-28,143,123,-159,sp,ids
Jos,e,537,2032,3050,40,-34,4,132,15,-81,-40,sp,ids
Jos,e,440,2262,3331,30,44,-90,-244,52,187,730,sp,ids
Jos,e,657,1996,3045,70,-94,511,-338,-10,13,20,sp,ids
Jos,e,705,1738,2850,30,-21,52,79,-18,53,-39,sp,ids
Jos,a,666,1234,2922,40,54,344,-56,63,146,-0.6,sp,ids
Jos,a,1079,2224,3604,30,-290,-346,-499,10,-76,-33,sp,ids
Jos,o,531,974,2883,60,40,-31,122,-413,-1411,-957,sp,ids
Jos,a,646,1581,2939,50,239,-96,-492,-8,-55,-174,sp,ids
Jos,o,647,1094,3404,450,-40,-27,-333,181,217,402,sp,ids
Jos,u,372,1426,3123,80,0.7,182,26,69,410,232,sp,ids
Jos,i,395,2844,3028,100,0.8,-164,24,36,43,-651,sp,ids
Jos,i,790,2162,2804,30,-128,-203,-86,-117,158,-112,sp,ids
Jos,o,596,871,2978,636.084,-0.8,82,-118,47,112,-91,sp,ids
Jos,e,617,2140,3039,80,16,-286,-189,-8,-24,-129,sp,ids
Jos,o,579,1095,2064,80,-43,293,1065,246,146,-1050,sp,ids
Jos,o,626,936,3039,150,-14,-95,-192,2,-207,32,sp,ids
Jos,e,616,2339,3174,232.029,-397,-421,-80,46,-54,-238,sp,ids
Jos,o,661,1343,3247,110,-63,349,-24,129,270,-82,sp,ids
Jos,o,661,1110,2689,140,-25,-110,289,9,-341,-601,sp,ids
Jos,o,572,946,3230,180,75,251,-63,-213,-34,83,sp,ids
Jos,o,428,849,3137,140,53,291,221,-225,-1604,-584,sp,ids
Jos,o,350,932,2742,1884.279,-13,-62,170,26,155,-80,sp,ids
Jos,o,440,1021,3146,1116.355,242,25,16,196,-665,63,sp,ids
Jos,o,1038,1063,3009,150,-55,374,-108,82,-551,-233,sp,ids
Jos,e,517,1306,2497,80,-16,284,-112,94,-228,-131,sp,ids
Jos,e,461,1457,3055,70,8,254,-12,68,-238,-37,sp,ids
Jos,e,433,1518,2844,60,16,11,-105,39,-35,-227,sp,ids
Jos,e,319,1546,3277,60,0.4,-59,-85,11,-89,-20,sp,ids
Jos,e,349,1595,3249,70,9,14,20,2,217,16,sp,ids
Jos,e,413,1657,3101,40,5,67,9,7,-86,4,sp,ids
Jos,e,685,2227,2669,330,-41,48,-35,54,-12,-94,sp,ids
Jos,o,543,1074,2275,803.271,44,1,-50,-10,-67,-117,sp,ids
Jos,o,562,1480,2412,114.753,-37,2,-49,-5,256,86,sp,ids
Jos,e,534,1274,2156,136.463,10,101,184,0.9,-153,-420,sp,ids
Jos,e,650,1266,2161,142.666,-43,228,-28,5,16,-43,sp,ids
Jos,a,757,1775,3228,65.13,-243,11,-129,-175,-86,117,sp,ids
Jos,o,701,1003,2766,178.288,61,259,68,71,35,-11,sp,ids
Jos,a,822,1482,2632,220.202,6,-21,-126,-377,-299,-63,sp,ids
Jos,i,667,1742,2815,52.724,30,254,-293,18,13,-117,sp,ids
Jos,o,763,1004,2813,120,18,469,60,73,8,37,sp,ids
Jos,o,600,1089,2855,101.68,121,244,185,237,10,-18,sp,ids
Jos,e,473,1871,2818,110,32,-21,-116,120,208,43,sp,ids
Jos,e,616,2128,3073,90,-46,-5,-258,-18,-70,108,sp,ids
Jos,o,603,1467,2570,452.558,-293,-520,170,-659,-240,27,sp,ids
Jos,i,564,1735,2552,53.5,18,-14,-6,28,-8,17,sp,ids
Jos,a,825,1725,2504,83.054,-96,43,24,-632,50,23,sp,ids
Jos,i,660,2387,3120,81.02,-236,-36,-301,-46,-54,-68,sp,ids
Jos,a,818,2692,3247,99.246,-18,-1720,-52,10,-321,30,sp,ids
Jos,o,785,1353,3156,133.362,28,25,-83,40,-71,348,sp,ids
Jos,o,800,1673,2869,158.173,-39,-159,-122,39,-95,-168,sp,ids
Jos,o,1125,1801,3172,124.057,-568,29,-49,-688,-1253,-1393,sp,ids
Jos,o,365,1778,2694,148.869,4,283,391,2,83,148,sp,ids
Jos,o,361,1237,2586,154.277,7,44,-359,-807,-1051,-1366,sp,ids
Jos,e,580,2119,2951,120,-30,555,467,76,-385,58,sp,ids
Jos,e,593,2092,2891,30,-21,112,501,66,-108,-1127,sp,ids
Jos,e,478,1902,3250,30,-92,-1258,-276,118,313,152,sp,ids
Jos,e,637,715,2461,30,-39,50,108,-48,-1501,-98,sp,ids
Jos,a,741,749,2584,30,-88,-9,4,96,-246,-209,sp,ids
Jos,a,747,1447,2702,60,42,237,56,93,213,-146,sp,ids
Jos,o,588,951,2694,90,-34,-7,139,61,-78,-70,sp,ids
Jos,a,823,1695,3210,40,-18,-27,-150,18,43,491,sp,ids
Jos,e,605,2293,2629,100,6,142,362,51,12,-440,sp,ids
Jos,e,511,2298,3386,30,-14,-76,-311,21,9,-409,sp,ids
Jos,e,377,2214,3867,30,82,-63,-1,-530,-64,56,sp,ids
Jos,a,742,1891,3757,50,31,340,501,30,203,569,sp,ids
Jos,a,625,1028,2540,50,125,338,161,164,-1,-216,sp,ids
Jos,o,710,780,3180,80,-117,69,-299,-213,-1713,-563,sp,ids
Jos,a,832,1687,3071,40,174,-188,-90,41,-42,-309,sp,ids
Jos,e,321,1794,3329,58.927,26,-66,-239,19,100,62,sp,ids
Jos,a,912,1526,2370,190,-71,86,71,252,441,-255,sp,ids
Jos,a,747,1396,2887,60,-25,-118,-643,50,-329,-220,sp,ids
Jos,e,736,2020,3430,140,-26,193,-547,32,-30,-173,sp,ids
Jos,e,720,2355,3563,140,-160,-1387,-854,92,534,741,sp,ids
Jos,a,1004,1799,3193,140,-100,-181,-742,272,-124,-387,sp,ids
Jos,e,604,2103,3349,140.518,28,-243,-361,114,175,237,sp,ids
Jos,a,1006,1887,2286,120.956,-105,24,806,-122,-76,-607,sp,ids
Jos,a,1077,1795,2564,190,-3,-158,247,121,88,-502,sp,ids
Jos,a,1010,1792,2833,200,97,-141,-99,68,-94,-327,sp,ids
Jos,i,380,2564,3234,50,22,-119,9,80,755,488,sp,ids
Jos,a,897,2021,3029,30,-21,24,-54,-57,15,85,sp,ids
Jos,i,438,2394,3013,90,-69,214,-286,27,1412,44,sp,ids
Jos,a,1083,2064,3136,50,-56,-38,-237,-26,77,105,sp,ids
Jos,a,1062,1743,2844,167.216,-52,-82,204,-44,69,17,sp,ids
Jos,a,1083,1640,2557,233.7,-73,-14,-56,204,33,-244,sp,ids
Jos,a,630,2567,3230,134.702,-2,-245,14,8,-176,-16,sp,ids
Jos,i,344,1223,2911,66.157,48,-144,10,10,225,35,sp,ids
Jos,i,399,2555,3461,44.126,6,-1471,-793,-42,97,57,sp,ids
Jos,a,1116,1729,2891,320.609,-204,0,-29,-341,-823,-816,sp,ids
Jos,i,539,2398,2897,60,-30,68,38,42,153,14,sp,ids
Jos,a,719,1811,2962,120,278,179,-66,-307,56,149,sp,ids
Jos,i,478,904,2585,210,-69,1608,607,18,-8,-3,sp,ids
Jos,a,932,1640,1855,420,-29,315,965,200,-458,-1341,sp,ids
Jos,e,445,2127,3157,50,-15,-62,127,-7,2,-26,sp,ids
Jos,e,591,2222,3173,80,-34,-72,-11,46,112,-12,sp,ids
Jos,e,616,2306,3319,130,-14,3,-132,107,28,-88,sp,ids
Jos,a,879,1881,2986,140,10,-89,37,20,-129,-273,sp,ids
Jos,e,538,2205,3157,90,-9,8,55,221,164,19,sp,ids
Jos,e,503,2319,3003,100,-1,-102,22,28,-49,-41,sp,ids
Jos,e,623,2667,2943,120,-115,-247,142,24,4,-233,sp,ids
Jos,i,482,2560,3133,70,-8,149,25,162,712,433,sp,ids
Jos,o,393,1500,2850,120,229,153,169,1,36,121,sp,ids
Jos,i,538,2491,3082,70,-13,-44,16,-22,137,45,sp,ids
Jos,a,804,2001,2990,30,-26,-23,-73,-32,-56,35,sp,ids
Jos,o,673,1190,2637,150,-111,-137,-32,-134,176,135,sp,ids
Jos,a,839,1007,1696,520,-78,270,130,215,-418,-1118,sp,ids
Jos,o,671,1131,3018,100,-111,-65,-105,-53,-367,306,sp,ids
Jos,a,880,933,1947,90,4,1024,519,341,-718,-148,sp,ids
Jos,o,779,885,2719,70,49,349,610,241,-238,84,sp,ids
Jos,e,824,1722,2833,30,-85,12,244,-20,-1,-13,sp,ids
Jos,a,666,1738,2864,90,186,-12,14,239,79,-90,sp,ids
Jos,o,622,1238,2312,160,170,462,1034,40,-474,-613,sp,ids
Jos,o,459,1336,2525,340,-6,304,215,-7,24,0.3,sp,ids
Jos,o,536,1108,2528,97.542,70,4,40,-7,29,-62,sp,ids
Jos,o,882,965,2865,116.049,-355,28,7,321,-2,536,sp,ids
Jos,e,1076,1988,2959,30,-341,-126,54,-42,-83,49,sp,ids
Jos,a,922,1756,2779,413.394,-3,-466,-997,22,-15,-245,sp,ids
Jos,e,561,857,2492,143.991,61,-135,-198,55,-175,20,sp,ids
Jos,i,612,1134,2466,46.449,-49,54,-32,32,-399,187,sp,ids
Jos,a,785,1193,2160,49.932,-40,951,1540,-17,56,3,sp,ids
Jos,e,794,2094,3189,51.447,42,26,124,138,-35,-301,sp,ids
Jos,i,438,1629,2375,76.641,-37,431,-16,-22,-98,-80,sp,ids
Jos,a,803,1652,2258,80.651,13,-13,343,135,-119,-129,sp,ids
Jos,e,631,2211,3598,64.805,20,-252,-903,158,206,1274,sp,ids
Jos,u,415,1024,2550,60,130,318,193,54,-129,300,sp,ids
Jos,a,527,1297,2169,170,454,417,582,120,-943,-228,sp,ids
Jos,i,342,1468,2634,80,6,119,-22,-1,-76,54,sp,ids
Jos,i,372,1076,2563,60,-14,229,-0.5,-5,291,133,sp,ids
Jos,a,777,1991,3046,40,8,-74,-170,-20,73,-103,sp,ids
Jos,i,403,2398,2668,90,99,-1,278,-21,202,-133,sp,ids
Jos,a,1083,1978,2908,50,-8,55,-183,109,66,46,sp,ids
Jos,a,813,2023,2750,70,63,-103,-255,147,-106,-147,sp,ids
Jos,i,354,3009,3245,120.767,87,-180,200,-525,506,-278,sp,ids
Jos,i,379,2409,3181,83.608,68,30,-118,-296,23,-49,sp,ids
Jos,e,564,2058,3212,366.945,-6,177,-866,-1051,213,131,sp,ids
Jos,i,305,2414,3263,50,18,110,114,12,21,69,sp,ids
Jos,e,596,1256,2468,230,-35,987,461,45,-295,-153,sp,ids
Jos,o,544,832,1517,280,190,367,1833,48,-856,-390,sp,ids
Jos,a,793,1252,1662,310,47,156,117,54,112,-25,sp,ids
Jos,o,656,684,2014,140,-247,809,904,122,-263,326,sp,ids
Jos,o,459,1120,2107,120,187,581,1655,87,-34,-450,sp,ids
Jos,u,404,1511,3115,84.777,72,-400,-1578,-2,-55,-314,sp,ids
Jos,a,393,1182,2516,111.477,34,13,811,-3,5,-194,sp,ids
Jos,a,610,952,1747,714.016,228,663,933,-9,119,-29,sp,ids
Jos,i,481,1248,2486,114.961,-73,181,216,-49,273,172,sp,ids
Jos,a,803,1774,3523,117.283,44,-78,18,22,48,-121,sp,ids
Jos,i,415,2440,3996,114.961,23,-115,-934,82,1149,1700,sp,ids
Jos,a,1068,2302,3353,150,-123,-772,75,576,1157,885,sp,ids
Jos,a,1029,1709,2663,360,-24,159,1026,646,399,593,sp,ids
Jos,e,539,2461,2474,120,-17,-78,53,35,552,-96,sp,ids
Jos,e,552,2577,3204,100,-11,-89,-163,5,-71,-258,sp,ids
Jos,e,641,2076,2987,60,-39,56,-0.6,40,131,15,sp,ids
Jos,e,578,1938,2984,80,-19,21,-33,57,-155,-141,sp,ids
Jos,a,979,1707,2533,160,-67,-145,-137,316,436,408,sp,ids
Jos,i,641,2502,3277,195.085,-48,-135,-267,115,563,293,sp,ids
Jos,e,744,2330,2973,130.057,-66,-63,46,-95,24,-130,sp,ids
Jos,o,334,2136,2415,80.25,729,214,1138,-29,126,-839,sp,ids
Jos,a,632,1365,2514,58.097,-21,-133,-122,-20,-136,-133,sp,ids
Jos,e,638,2082,2786,125.082,-1,-392,-235,-102,230,-530,sp,ids
Jos,a,703,2201,3457,65.633,588,146,-503,23,-19,936,sp,ids
Jos,e,324,2105,2857,52.724,196,337,106,-828,-78,-706,sp,ids
Jos,a,1071,2260,3474,141.562,-141,-442,-816,158,148,4,sp,ids
Jos,e,525,771,2724,130,-14,1507,139,6,-1600,-592,sp,ids
Jos,o,575,938,3363,360,3,-9,-314,87,-384,473,sp,ids
Jos,a,952,1743,2550,120,-140,94,220,-24,3,-123,sp,ids
Jos,a,860,1449,2369,200,-26,49,178,11,-56,-761,sp,ids
Jos,a,970,1055,1958,200,8,515,222,119,-644,-329,sp,ids
Jos,o,585,845,2863,350,-24,68,30,4,-78,-255,sp,ids
Jos,a,1029,1860,2802,90,-134,95,69,-67,-14,-88,sp,ids
Jos,a,973,1653,2573,170,-41,78,87,98,368,-59,sp,ids
Jos,a,978,1639,2549,350,-12,30,-21,-14,-90,-84,sp,ids
Jos,o,520,1258,3028,70,88,238,-208,92,97,125,sp,ids
Jos,i,462,2667,3298,100,3,-149,-112,-52,185,45,sp,ids
Jos,a,826,1809,3040,40,-24,164,-188,-36,8,-198,sp,ids
Jos,e,586,2683,3364,360,-68,-98,-144,-46,342,181,sp,ids
Jos,o,631,1157,2804,70,1,28,-394,62,29,-26,sp,ids
Jos,o,480,1000,2818,60,28,-43,-523,89,-58,-99,sp,ids
Jos,e,387,1702,2877,30,2,-108,-78,3,-120,-67,sp,ids
Jos,e,625,1961,3053,30,-182,-58,-61,-94,-101,-55,sp,ids
Jos,a,667,1471,2163,60,111,547,1498,230,-143,-464,sp,ids
Jos,e,420,1940,3406,40,0.1,-44,-63,27,14,30,sp,ids
Jos,e,868,1932,3251,160,-153,240,-468,30,63,62,sp,ids
Jos,o,647,1889,3655,90,63,-1009,-2178,-385,-704,314,sp,ids
Jos,o,332,1261,2751,30,7,-89,10,4,-239,-144,sp,ids
Jos,e,455,1617,2359,40,26,219,560,-39,448,18,sp,ids
Jos,e,455,1596,2449,50,65,-363,-201,15,-58,-824,sp,ids
Jos,e,716,1985,2892,140,95,168,132,71,459,213,sp,ids
Jos,o,418,1136,2981,120,328,148,-928,-664,-1261,-350,sp,ids
Jos,o,546,955,3013,150,-46,-67,-252,1,-199,-92,sp,ids
