,speaker,vowel,f1,f2,f3,duration,df1_on,df2_on,df3_on,df1_off,df2_off,df3_off,language,register,learned_cats
7624,Trevor3,i,557,2354,2786,30.0,25.0,-37.0,-29.0,23.0,12.0,-1058.0,sp,ids,3
7626,Trevor3,i,515,566,2371,30.0,21.0,1721.0,863.0,42.0,-1797.0,-1364.0,sp,ids,0
7627,Trevor3,i,544,1858,2629,60.0,-28.0,-683.0,86.0,167.0,1264.0,23.0,sp,ids,2
7632,Trevor3,a,910,1766,1941,90.0,61.0,-169.0,329.0,130.0,-217.0,-987.0,sp,ids,2
7634,Trevor3,a,995,1836,2411,200.0,-454.0,-181.0,216.0,306.0,169.0,-428.0,sp,ids,2
7636,Trevor3,a,795,2015,2745,60.0,81.0,-161.0,159.0,104.0,182.0,-151.0,sp,ids,2
7638,Trevor3,a,839,1155,1898,80.0,-11.0,84.0,1.0,163.0,62.0,36.0,sp,ids,2
7640,Trevor3,a,766,1975,2786,60.0,-46.0,138.0,-265.0,-12.0,-57.0,-13.0,sp,ids,2
7641,Trevor3,i,537,1121,2601,40.0,19.0,867.0,263.0,14.0,130.0,200.0,sp,ids,0
7642,Trevor3,i,538,857,2483,30.0,-5.0,19.0,139.0,-54.0,-1162.0,-342.0,sp,ids,0
7643,Trevor3,a,846,1987,2666,50.0,-106.0,61.0,16.0,-138.0,-37.0,-20.0,sp,ids,2
7644,Trevor3,a,941,1570,1862,440.0,72.0,-3.0,92.0,78.0,-150.0,-6.0,sp,ids,2
7646,Trevor3,a,945,2018,2938,260.0,233.0,145.0,-22.0,-3.0,117.0,-110.0,sp,ids,2
7651,Trevor3,i,479,2370,2718,150.0,7.0,-824.0,87.0,-30.0,823.0,-73.0,sp,ids,3
7662,Trevor3,a,1061,1750,2846,140.0,-177.0,22.0,-247.0,68.0,-67.0,-391.0,sp,ids,2
7666,Trevor3,a,946,1794,2766,150.0,-112.0,-15.0,-336.0,198.0,361.0,-184.0,sp,ids,1
7667,Trevor3,i,515,1353,3013,140.0,-95.0,1187.0,-143.0,-31.0,245.0,-195.0,sp,ids,1
7677,Trevor3,a,1039,1797,2755,140.0,-186.0,-218.0,-415.0,-44.0,-130.0,25.0,sp,ids,1
7678,Trevor3,i,419,2786,3930,70.0,-37.0,255.0,-881.0,-31.0,1970.0,1146.0,sp,ids,3
7679,Trevor3,a,841,1956,2944,110.0,-89.0,148.0,39.0,82.0,-6.0,29.0,sp,ids,2
7680,Trevor3,i,514,2804,3472,40.0,14.0,-47.0,-260.0,-11.0,2.0,-63.0,sp,ids,3
7685,Trevor3,a,610,1975,2649,110.0,141.0,192.0,460.0,155.0,-23.0,565.0,sp,ids,2
7692,Trevor3,a,662,1464,2693,140.0,268.0,507.0,552.0,39.0,103.0,-121.0,sp,ids,2
7696,Trevor3,a,832,1989,3049,60.0,-28.0,-13.0,23.0,-39.0,-58.0,99.0,sp,ids,2
7697,Trevor3,a,547,2154,3013,60.0,311.0,91.0,199.0,-16.0,-207.0,30.0,sp,ids,3
7698,Trevor3,i,436,2876,3162,140.0,-55.0,-145.0,162.0,-443.0,-176.0,-44.0,sp,ids,3
7699,Trevor3,i,597,2914,3350,51.789,-26.0,-184.0,2.0,76.0,280.0,282.0,sp,ids,3
7700,Trevor3,a,721,2129,2809,100.0,17.0,95.0,230.0,-137.0,60.0,-284.0,sp,ids,2
7703,Trevor3,a,881,2004,2957,60.0,-109.0,87.0,460.0,161.0,105.0,119.0,sp,ids,2
7706,Trevor3,a,804,1867,2976,30.0,-98.0,-11.0,56.0,-16.0,181.0,244.0,sp,ids,2
7707,Trevor3,a,542,911,2407,50.0,315.0,938.0,512.0,69.0,-703.0,63.0,sp,ids,0
7708,Trevor3,i,383,2883,3348,120.0,168.0,-1837.0,-362.0,123.0,997.0,606.0,sp,ids,3
7711,Trevor3,a,908,1834,3191,130.0,-202.0,-701.0,-1457.0,119.0,24.0,427.0,sp,ids,2
7713,Trevor3,a,977,1618,2064,90.0,31.0,109.0,530.0,14.0,-469.0,-714.0,sp,ids,2
7714,Trevor3,i,645,762,2623,75.985,20.0,1646.0,214.0,-56.0,-1797.0,-436.0,sp,ids,0
7715,Trevor3,i,671,2764,3209,68.232,3.0,-12.0,-378.0,-2.0,272.0,276.0,sp,ids,3
7716,Trevor3,a,674,1804,3031,241.901,301.0,395.0,-188.0,-822.0,-944.0,-620.0,sp,ids,2
7717,Trevor3,i,522,2579,3250,63.146,31.0,-55.0,-45.0,-42.0,217.0,224.0,sp,ids,3
7718,Trevor3,a,808,1969,2962,161.274,-224.0,-566.0,-482.0,113.0,187.0,-15.0,sp,ids,2
7719,Trevor3,a,1083,2106,2942,153.756,-326.0,-108.0,93.0,123.0,10.0,34.0,sp,ids,2
7720,Trevor3,i,924,2564,3509,319.514,-364.0,184.0,-320.0,-1042.0,-792.0,-184.0,sp,ids,2
7721,Trevor3,a,1107,2253,2793,178.332,-154.0,-223.0,171.0,179.0,198.0,28.0,sp,ids,1
7722,Trevor3,i,859,2575,3339,139.564,-17.0,-33.0,-184.0,255.0,647.0,258.0,sp,ids,1
7723,Trevor3,i,343,3091,3978,102.39,159.0,-140.0,-623.0,-220.0,664.0,918.0,sp,ids,3
7724,Trevor3,a,922,2098,2785,130.0,-138.0,-90.0,-24.0,201.0,126.0,-142.0,sp,ids,2
7731,Trevor3,i,604,2735,3355,80.0,1.0,-8.0,-368.0,-4.0,132.0,278.0,sp,ids,3
7732,Trevor3,a,801,884,2066,80.0,25.0,1271.0,932.0,-83.0,-106.0,-462.0,sp,ids,2
7734,Trevor3,a,925,1849,2971,140.0,-9.0,-75.0,219.0,0.4,11.0,-226.0,sp,ids,2
7735,Trevor3,a,947,1873,2901,160.0,-5.0,64.0,-815.0,78.0,-156.0,-262.0,sp,ids,2
7737,Trevor3,a,874,1778,2788,60.0,-261.0,-893.0,-445.0,76.0,-169.0,-161.0,sp,ids,2
7738,Trevor3,i,550,2951,3069,170.0,46.0,-184.0,-287.0,-22.0,185.0,-379.0,sp,ids,3
7740,Trevor3,a,574,1440,2826,50.0,216.0,605.0,507.0,-261.0,-907.0,-730.0,sp,ids,2
7743,Trevor3,a,834,1690,1748,130.0,98.0,-529.0,-242.0,57.0,-75.0,-1240.0,sp,ids,2
7745,Trevor3,i,800,2650,2897,50.0,4.0,248.0,278.0,-24.0,104.0,-271.0,sp,ids,1
7746,Trevor3,a,730,1584,2886,30.0,475.0,1044.0,472.0,-27.0,-442.0,-150.0,sp,ids,2
7749,Trevor3,a,852,2126,2970,60.866,16.0,-60.0,-28.0,-95.0,-57.0,136.0,sp,ids,2
7750,Trevor3,a,905,2151,2915,43.808,-32.0,-21.0,-89.0,137.0,66.0,468.0,sp,ids,2
7751,Trevor3,i,929,2937,3396,181.697,-89.0,-361.0,-313.0,487.0,1404.0,528.0,sp,ids,1
7755,Trevor3,a,777,2048,2446,69.782,11.0,-287.0,-556.0,215.0,425.0,181.0,sp,ids,2
7760,Trevor3,i,543,2501,2681,60.33,-24.0,-68.0,-94.0,-27.0,370.0,-35.0,sp,ids,3
7761,Trevor3,a,805,1900,2598,69.36,-173.0,-558.0,-565.0,9.0,115.0,-49.0,sp,ids,2
7764,Trevor3,a,735,1964,2892,95.232,104.0,-139.0,-272.0,-17.0,-32.0,-327.0,sp,ids,2
7768,Trevor3,a,595,2154,2621,30.0,56.0,64.0,123.0,-82.0,-103.0,-245.0,sp,ids,3
7770,Trevor3,a,609,1921,2728,40.0,86.0,4.0,3.0,13.0,21.0,43.0,sp,ids,2
7771,Trevor3,i,575,2918,2936,140.0,-123.0,-1883.0,-277.0,-10.0,169.0,-227.0,sp,ids,3
7775,Trevor3,a,597,1923,2837,195.262,312.0,81.0,-184.0,-104.0,-38.0,387.0,sp,ids,2
7778,Trevor3,a,851,1715,1909,69.782,303.0,91.0,1164.0,-92.0,-254.0,-1227.0,sp,ids,2
7780,Trevor3,i,601,624,2768,60.0,24.0,1965.0,-28.0,243.0,-365.0,117.0,sp,ids,0
7781,Trevor3,a,947,2385,2900,100.0,-182.0,-83.0,76.0,476.0,462.0,50.0,sp,ids,2
7782,Trevor3,a,914,1819,2898,40.0,-55.0,36.0,38.0,-28.0,-143.0,-19.0,sp,ids,2
7783,Trevor3,i,476,2684,2934,110.0,5.0,-150.0,81.0,122.0,-70.0,-175.0,sp,ids,3
7786,Trevor3,a,707,2061,2748,60.0,-79.0,-132.0,186.0,184.0,79.0,50.0,sp,ids,2
7787,Trevor3,a,829,2097,2731,30.0,30.0,4.0,-44.0,-29.0,51.0,38.0,sp,ids,2
7788,Trevor3,i,279,2708,3084,120.0,200.0,-175.0,-136.0,-320.0,659.0,-224.0,sp,ids,3
7789,Trevor3,i,283,2640,2969,80.0,-11.0,-206.0,168.0,22.0,474.0,-4.0,sp,ids,3
7793,Trevor3,a,883,1957,2821,50.0,-13.0,5.0,6.0,-28.0,-177.0,14.0,sp,ids,2
7795,Trevor3,a,1042,1858,3010,120.956,-56.0,122.0,-215.0,-709.0,-834.0,-395.0,sp,ids,2
7801,Trevor3,a,1052,1559,2673,160.0,-51.0,183.0,-223.0,196.0,123.0,720.0,sp,ids,2
7810,Trevor3,a,1038,1801,2555,130.0,16.0,-180.0,85.0,163.0,-3.0,-4.0,sp,ids,2
7821,Trevor3,a,1109,1639,2822,208.975,-26.0,-50.0,-232.0,125.0,-206.0,527.0,sp,ids,2
7822,Trevor3,a,882,1864,2678,50.0,-23.0,-97.0,-112.0,84.0,-14.0,474.0,sp,ids,2
7823,Trevor3,a,960,1860,2175,70.0,-38.0,-92.0,231.0,137.0,-120.0,-473.0,sp,ids,2
7836,Trevor3,i,448,1825,2087,30.0,65.0,-375.0,755.0,-56.0,916.0,-87.0,sp,ids,2
7837,Trevor3,a,856,2072,3119,60.0,9.0,69.0,-265.0,84.0,122.0,-2.0,sp,ids,2
7839,Trevor3,i,589,2240,2666,30.0,50.0,181.0,-66.0,62.0,134.0,-336.0,sp,ids,3
7841,Trevor3,i,447,1093,2761,80.0,66.0,1118.0,-14.0,75.0,-659.0,-227.0,sp,ids,0
7845,Trevor3,a,881,1516,2668,144.07,-2.0,197.0,786.0,267.0,358.0,-67.0,sp,ids,2
7848,Trevor3,a,860,1855,2631,50.0,-84.0,-1.0,103.0,-46.0,0.0,156.0,sp,ids,2
7849,Trevor3,a,673,1928,2976,54.686,133.0,118.0,56.0,-130.0,-267.0,-103.0,sp,ids,2
7852,Trevor3,a,780,1781,2868,185.293,-130.0,29.0,609.0,-3.0,-322.0,-289.0,sp,ids,2
7855,Trevor3,a,780,1524,2620,60.0,-22.0,78.0,62.0,45.0,267.0,-7.0,sp,ids,2
7858,Trevor3,a,483,1424,3236,320.0,235.0,561.0,-126.0,-5.0,-4.0,-14.0,sp,ids,2
7862,Trevor3,a,870,1861,2591,110.0,-180.0,-501.0,-95.0,250.0,-6.0,-86.0,sp,ids,2
7865,Trevor3,a,899,1163,2455,120.0,-21.0,1036.0,566.0,60.0,110.0,421.0,sp,ids,2
7866,Trevor3,i,591,2488,3151,120.0,4.0,-51.0,-65.0,158.0,-2.0,147.0,sp,ids,3
7869,Trevor3,a,985,1963,2606,270.0,-137.0,-146.0,40.0,99.0,12.0,102.0,sp,ids,2
7871,Trevor3,a,1037,2017,2967,150.0,-234.0,-49.0,-157.0,155.0,990.0,887.0,sp,ids,2
7873,Trevor3,a,570,1684,2752,130.0,146.0,-324.0,147.0,-157.0,-248.0,108.0,sp,ids,3
7874,Trevor3,a,992,1984,2860,150.0,-152.0,-41.0,-37.0,350.0,-135.0,24.0,sp,ids,2
7880,Trevor3,a,817,1794,2287,120.0,29.0,125.0,302.0,43.0,353.0,-177.0,sp,ids,2
7883,Trevor3,a,1027,1923,2715,200.0,-75.0,-79.0,-136.0,248.0,280.0,245.0,sp,ids,2
7886,Trevor3,a,855,1935,3089,100.0,-33.0,106.0,90.0,11.0,78.0,-91.0,sp,ids,2
7887,Trevor3,a,830,1900,3330,110.0,-21.0,195.0,-493.0,-89.0,164.0,546.0,sp,ids,2
7891,Trevor3,a,882,2028,3009,120.0,-120.0,-212.0,-51.0,146.0,168.0,123.0,sp,ids,2
7893,Trevor3,a,931,1753,2520,108.217,-146.0,60.0,-586.0,69.0,244.0,-57.0,sp,ids,2
7895,Trevor3,i,446,942,2625,115.001,-88.0,226.0,256.0,-444.0,-1058.0,-496.0,sp,ids,0
7898,Trevor3,a,1003,1894,2000,180.0,-137.0,-180.0,618.0,208.0,-4.0,-628.0,sp,ids,2
7902,Trevor3,a,1008,1399,1994,190.0,-196.0,753.0,214.0,9.0,-440.0,-1041.0,sp,ids,2
7903,Trevor3,a,784,1797,2359,90.0,-156.0,-40.0,201.0,-124.0,-80.0,-378.0,sp,ids,2
7904,Trevor3,a,872,1872,2861,90.0,-74.0,-42.0,-8.0,186.0,53.0,129.0,sp,ids,2
7907,Trevor3,a,803,1447,1996,63.407,-4.0,332.0,570.0,-106.0,481.0,59.0,sp,ids,2
7908,Trevor3,i,496,761,2674,76.97,-6.0,-95.0,-336.0,-69.0,-1343.0,-368.0,sp,ids,0
7909,Trevor3,a,886,1475,1972,80.0,-140.0,20.0,99.0,-84.0,-660.0,-1188.0,sp,ids,2
7910,Trevor3,a,645,1755,2697,120.0,252.0,-70.0,-547.0,8.0,-133.0,-717.0,sp,ids,2
7911,Trevor3,i,647,2376,2658,40.0,-48.0,-1197.0,87.0,24.0,96.0,-50.0,sp,ids,3
7912,Trevor3,a,867,917,1946,90.0,61.0,1065.0,264.0,94.0,-992.0,-1387.0,sp,ids,2
7915,Trevor3,a,827,1958,3620,97.569,55.0,-325.0,-240.0,34.0,-281.0,-84.0,sp,ids,2
7918,Trevor3,a,968,1971,3813,100.0,-146.0,-736.0,-1849.0,-243.0,-510.0,408.0,sp,ids,2
7919,Trevor3,a,863,2003,2967,110.0,-178.0,38.0,248.0,103.0,17.0,135.0,sp,ids,2
7922,Trevor3,a,1044,2065,3781,30.0,-172.0,-46.0,-1027.0,181.0,22.0,883.0,sp,ids,2
7923,Trevor3,a,746,2156,2471,130.0,4.0,-961.0,-266.0,12.0,1028.0,139.0,sp,ids,2
7926,Trevor3,a,925,2125,2788,30.0,42.0,73.0,996.0,-43.0,39.0,-177.0,sp,ids,2
7927,Trevor3,i,495,2824,3452,40.0,-39.0,-125.0,205.0,98.0,1750.0,560.0,sp,ids,3
7928,Trevor3,i,361,1124,2762,90.0,-35.0,732.0,572.0,-58.0,64.0,-42.0,sp,ids,0
7929,Trevor3,a,775,1998,2825,30.0,-46.0,-544.0,-131.0,-28.0,-250.0,17.0,sp,ids,2
7932,Trevor3,a,622,1394,3119,30.0,107.0,65.0,-108.0,-74.0,-611.0,-99.0,sp,ids,2
7933,Trevor3,a,719,1826,2458,50.0,-8.0,308.0,-72.0,-100.0,-491.0,-1321.0,sp,ids,2
7934,Trevor3,a,690,1985,3076,30.0,19.0,-479.0,-353.0,80.0,188.0,19.0,sp,ids,2
7935,Trevor3,i,436,934,2811,70.0,23.0,98.0,-305.0,-63.0,-1963.0,-1410.0,sp,ids,0
7936,Trevor3,i,393,2562,3098,30.0,-49.0,59.0,441.0,-121.0,45.0,-289.0,sp,ids,3
7937,Trevor3,a,667,2278,3229,60.0,63.0,224.0,-661.0,-202.0,-125.0,223.0,sp,ids,3
7938,Trevor3,i,492,2756,2873,100.0,-10.0,-136.0,175.0,-13.0,171.0,-219.0,sp,ids,3
7939,Trevor3,a,859,2093,2923,60.0,-162.0,-365.0,-18.0,-41.0,45.0,-108.0,sp,ids,1
7941,Trevor3,a,1062,2352,3132,80.0,-157.0,67.0,-160.0,10.0,425.0,-238.0,sp,ids,2
7942,Trevor3,a,1010,1683,3240,30.0,-2.0,6.0,204.0,-102.0,-211.0,-221.0,sp,ids,2
7943,Trevor3,a,847,1966,3215,113.202,-13.0,-5.0,57.0,431.0,204.0,92.0,sp,ids,2
7945,Trevor3,a,956,1954,3123,110.0,-228.0,109.0,-178.0,4.0,-108.0,113.0,sp,ids,2
7948,Trevor3,a,915,1949,2950,120.0,-174.0,-578.0,-450.0,112.0,133.0,-304.0,sp,ids,2
7949,Trevor3,a,878,1127,2387,60.0,-60.0,279.0,-189.0,230.0,60.0,-133.0,sp,ids,2
7950,Trevor3,i,780,2228,2580,128.461,113.0,-193.0,925.0,139.0,189.0,-119.0,sp,ids,2
7951,Trevor3,a,864,1376,2669,89.942,-68.0,261.0,-118.0,-20.0,-190.0,-6.0,sp,ids,2
7953,Trevor3,a,885,1767,2701,110.0,-93.0,21.0,72.0,139.0,-13.0,167.0,sp,ids,2
7956,Trevor3,a,791,1996,2780,60.0,-57.0,-61.0,-76.0,-249.0,23.0,-106.0,sp,ids,2
7957,Trevor3,a,805,1685,2949,80.0,122.0,-59.0,28.0,139.0,-86.0,100.0,sp,ids,2
7960,Trevor3,a,1072,1865,2844,220.0,-263.0,-237.0,-190.0,138.0,-182.0,-152.0,sp,ids,2
7961,Trevor3,i,488,766,2830,90.0,145.0,1976.0,194.0,13.0,46.0,112.0,sp,ids,0
7962,Trevor3,a,781,1478,2438,140.0,56.0,648.0,681.0,317.0,-399.0,-506.0,sp,ids,2
7963,Trevor3,i,600,2688,3282,50.0,-68.0,-22.0,119.0,-18.0,176.0,178.0,sp,ids,1
7964,Trevor3,a,862,1946,2827,94.853,-220.0,-12.0,-5.0,148.0,44.0,21.0,sp,ids,2
7965,Trevor3,i,686,2203,2937,71.567,-29.0,-466.0,-366.0,32.0,208.0,360.0,sp,ids,2
7966,Trevor3,a,701,1750,2012,80.0,-10.0,201.0,527.0,23.0,93.0,-335.0,sp,ids,2
7967,Trevor3,i,653,1097,2589,40.0,-375.0,-430.0,-77.0,-8.0,-1004.0,-69.0,sp,ids,2
7968,Trevor3,a,753,2022,2690,100.0,-39.0,3.0,110.0,82.0,-88.0,-578.0,sp,ids,2
7971,Trevor3,a,833,1319,2714,90.0,4.0,234.0,98.0,104.0,266.0,85.0,sp,ids,2
7973,Trevor3,a,916,1844,3101,170.0,-60.0,22.0,-436.0,-216.0,684.0,988.0,sp,ids,2
7974,Trevor3,i,507,648,2672,90.0,18.0,1971.0,942.0,-73.0,-1795.0,-69.0,sp,ids,0
7975,Trevor3,a,836,1976,2749,90.0,-118.0,109.0,-59.0,9.0,-59.0,-150.0,sp,ids,2
7977,Trevor3,a,827,1499,2461,70.0,-10.0,-7.0,235.0,180.0,347.0,-21.0,sp,ids,2
7978,Trevor3,a,910,1718,2634,120.0,-57.0,-181.0,-105.0,100.0,62.0,-166.0,sp,ids,1
7982,Trevor3,a,798,1545,2844,80.0,-40.0,12.0,57.0,-75.0,129.0,542.0,sp,ids,2
7985,Trevor3,a,903,1550,2504,100.0,-129.0,215.0,-701.0,-31.0,-410.0,-977.0,sp,ids,2
7987,Trevor3,a,972,1784,2631,120.0,-148.0,-42.0,-61.0,59.0,57.0,688.0,sp,ids,2
7989,Trevor3,i,490,1076,2746,120.0,139.0,-107.0,-184.0,25.0,-958.0,-271.0,sp,ids,0
7990,Trevor3,i,946,2547,3104,30.0,-77.0,-203.0,-81.0,-56.0,-144.0,282.0,sp,ids,2
7991,Trevor3,a,1076,2233,2862,30.0,-95.0,-50.0,64.0,11.0,0.6,-161.0,sp,ids,1
7992,Trevor3,i,423,2639,3116,120.0,-57.0,-480.0,-46.0,-26.0,214.0,110.0,sp,ids,3
7993,Trevor3,a,846,2035,2921,110.0,-55.0,42.0,47.0,51.0,74.0,901.0,sp,ids,2
7994,Trevor3,a,719,1678,2833,30.0,1.0,2.0,-16.0,25.0,-10.0,105.0,sp,ids,2
7995,Trevor3,a,857,1708,2682,63.579,-12.0,342.0,597.0,-134.0,16.0,-53.0,sp,ids,2
7996,Trevor3,i,657,2056,2899,104.428,-133.0,-247.0,58.0,73.0,128.0,-12.0,sp,ids,3
7997,Trevor3,a,830,1655,1858,110.0,-3.0,348.0,1215.0,25.0,-78.0,-1302.0,sp,ids,2
8001,Trevor3,a,1014,1964,2823,110.0,-194.0,-207.0,-126.0,-116.0,-73.0,-425.0,sp,ids,2
8002,Trevor3,a,901,1792,2653,140.0,39.0,-94.0,-68.0,132.0,77.0,34.0,sp,ids,2
8004,Trevor3,a,712,2028,3015,70.0,-36.0,-42.0,70.0,24.0,197.0,82.0,sp,ids,1
8011,Trevor3,a,808,1710,2667,90.0,-57.0,-243.0,-722.0,136.0,438.0,68.0,sp,ids,2
8013,Trevor3,a,879,1768,3007,124.938,-52.0,-124.0,-1138.0,37.0,344.0,1018.0,sp,ids,2
8015,Trevor3,a,887,1788,2496,30.0,258.0,55.0,734.0,-84.0,-304.0,-572.0,sp,ids,2
8016,Trevor3,i,658,2586,2779,40.0,-106.0,-214.0,-7.0,64.0,253.0,-18.0,sp,ids,3
8017,Trevor3,i,937,1882,3095,70.0,-493.0,418.0,-128.0,470.0,-56.0,209.0,sp,ids,2
8018,Trevor3,a,799,2089,2871,40.0,-62.0,-18.0,6.0,-26.0,88.0,44.0,sp,ids,1
8019,Trevor3,i,995,2646,3006,52.724,-894.0,-1267.0,-103.0,48.0,66.0,-300.0,sp,ids,1
8020,Trevor3,a,859,1861,2814,77.536,-29.0,154.0,-27.0,-24.0,-139.0,-44.0,sp,ids,2
8045,Trevor3,a,929,1801,2797,170.0,-163.0,-165.0,-121.0,77.0,-79.0,269.0,sp,ids,2
8049,Trevor3,a,755,1769,2735,70.0,6.0,27.0,-187.0,211.0,-40.0,14.0,sp,ids,2
8051,Trevor3,a,984,1842,2521,170.0,-100.0,-68.0,89.0,142.0,117.0,-220.0,sp,ids,2
