,speaker,vowel,f1,f2,f3,duration,df1_on,df2_on,df3_on,df1_off,df2_off,df3_off,language,register,learned_cats
6532,Maddy2,a,810,1424,2437,80.0,-27.0,-79.0,-446.0,285.0,108.0,34.0,sp,ids,2
6534,Maddy2,a,820,1340,1826,90.0,5.0,216.0,837.0,141.0,15.0,-42.0,sp,ids,2
6537,Maddy2,a,888,1688,2603,160.0,-97.0,98.0,-77.0,70.0,286.0,-118.0,sp,ids,2
6539,Maddy2,a,672,1380,3012,110.0,42.0,-213.0,-255.0,114.0,-553.0,-41.0,sp,ids,2
6540,Maddy2,i,401,2246,3387,30.0,194.0,651.0,172.0,-1910.0,-1112.0,-825.0,sp,ids,3
6542,Maddy2,a,725,1302,2538,80.0,7.0,191.0,42.0,22.0,28.0,-165.0,sp,ids,2
6544,Maddy2,a,766,1756,2253,160.0,-84.0,-151.0,100.0,8.0,-14.0,-487.0,sp,ids,2
6546,Maddy2,a,714,1715,2486,130.0,-43.0,70.0,-631.0,236.0,604.0,367.0,sp,ids,2
6550,Maddy2,a,843,1652,2614,180.0,-84.0,158.0,105.0,107.0,103.0,-148.0,sp,ids,2
6555,Maddy2,i,402,768,2843,460.0,150.0,2012.0,738.0,-187.0,-2124.0,-649.0,sp,ids,0
6556,Maddy2,a,727,1471,2532,80.0,11.0,44.0,142.0,61.0,107.0,148.0,sp,ids,2
6561,Maddy2,a,765,1456,2756,80.0,-61.0,-38.0,-65.0,129.0,189.0,-58.0,sp,ids,2
6565,Maddy2,i,588,2697,3410,70.0,2.0,-21.0,-247.0,13.0,164.0,414.0,sp,ids,3
6566,Maddy2,a,726,2003,2785,50.0,-135.0,95.0,226.0,-81.0,-15.0,30.0,sp,ids,2
6570,Maddy2,a,759,1773,2799,60.0,-28.0,94.0,9.0,87.0,85.0,-69.0,sp,ids,2
6574,Maddy2,a,583,1870,2728,110.0,76.0,-127.0,24.0,8.0,-112.0,-14.0,sp,ids,2
6577,Maddy2,i,352,2269,2957,50.0,50.0,-796.0,-163.0,-45.0,-296.0,53.0,sp,ids,3
6578,Maddy2,a,602,2045,2157,60.0,-25.0,-81.0,851.0,-548.0,-49.0,-746.0,sp,ids,3
6579,Maddy2,i,592,2602,3071,80.0,-158.0,-2073.0,-446.0,0.7,-38.0,-57.0,sp,ids,3
6580,Maddy2,a,870,1713,2975,40.0,92.0,15.0,-733.0,159.0,142.0,280.0,sp,ids,2
6586,Maddy2,a,742,1512,2222,80.0,-93.0,90.0,385.0,216.0,-32.0,-924.0,sp,ids,2
6587,Maddy2,a,853,1745,2495,140.0,-29.0,-264.0,-149.0,245.0,-118.0,-385.0,sp,ids,2
6588,Maddy2,i,553,2821,3005,40.0,-0.2,-14.0,313.0,-31.0,177.0,-315.0,sp,ids,3
6589,Maddy2,a,809,1550,1905,240.0,-24.0,216.0,429.0,98.0,329.0,-173.0,sp,ids,1
6591,Maddy2,a,967,1352,2907,570.0,52.0,149.0,130.0,-57.0,-14.0,29.0,sp,ids,2
6592,Maddy2,a,962,1489,2722,730.0,36.0,141.0,8.0,73.0,-80.0,-159.0,sp,ids,2
6594,Maddy2,a,585,1632,2982,60.0,33.0,135.0,155.0,53.0,-201.0,117.0,sp,ids,2
6597,Maddy2,a,813,1711,2164,220.0,-89.0,157.0,405.0,-21.0,-2.0,-1.0,sp,ids,2
6598,Maddy2,i,462,556,2751,220.0,-149.0,957.0,144.0,-61.0,-2091.0,-423.0,sp,ids,0
6599,Maddy2,a,916,1797,2551,190.0,-202.0,35.0,330.0,44.0,79.0,-212.0,sp,ids,2
6603,Maddy2,a,655,1567,2308,140.0,49.0,570.0,-104.0,37.0,-1023.0,-586.0,sp,ids,2
6609,Maddy2,a,858,1725,2713,130.0,-114.0,-140.0,-284.0,121.0,-104.0,-290.0,sp,ids,2
6610,Maddy2,a,830,1769,2756,290.0,-354.0,-86.0,-47.0,-3.0,21.0,-156.0,sp,ids,2
6612,Maddy2,a,707,1959,2852,30.0,-77.0,56.0,63.0,-18.0,18.0,57.0,sp,ids,2
6613,Maddy2,a,538,1907,2897,40.0,112.0,24.0,-122.0,-101.0,27.0,970.0,sp,ids,1
6614,Maddy2,a,829,1570,2736,70.0,-30.0,123.0,-73.0,67.0,328.0,225.0,sp,ids,2
6615,Maddy2,a,919,1417,2360,150.0,-60.0,-59.0,157.0,403.0,277.0,221.0,sp,ids,2
6617,Maddy2,i,403,1063,2958,140.0,7.0,219.0,-61.0,-15.0,-26.0,16.0,sp,ids,0
6618,Maddy2,a,519,1492,2490,60.0,-24.0,15.0,136.0,-277.0,-150.0,60.0,sp,ids,0
6619,Maddy2,a,711,1924,2897,120.0,-188.0,146.0,192.0,59.0,-6.0,9.0,sp,ids,2
6620,Maddy2,a,797,1558,2705,90.0,-56.0,334.0,189.0,79.0,389.0,18.0,sp,ids,2
6621,Maddy2,a,978,1401,2188,130.0,-28.0,-58.0,706.0,198.0,317.0,51.0,sp,ids,2
6627,Maddy2,a,527,1802,3143,450.0,248.0,-747.0,-972.0,-281.0,133.0,985.0,sp,ids,3
6629,Maddy2,a,995,1267,2657,30.0,-74.0,169.0,83.0,-52.0,-163.0,-69.0,sp,ids,2
6641,Maddy2,i,478,2743,3135,120.0,-0.7,109.0,24.0,40.0,198.0,80.0,sp,ids,3
6642,Maddy2,a,693,1735,2661,170.0,15.0,60.0,100.0,269.0,172.0,83.0,sp,ids,2
6646,Maddy2,a,630,1358,1911,60.0,-18.0,305.0,-59.0,225.0,-25.0,-770.0,sp,ids,2
6647,Maddy2,a,732,1764,2401,130.0,47.0,-103.0,68.0,164.0,-250.0,-184.0,sp,ids,2
6648,Maddy2,i,215,636,2707,50.0,376.0,100.0,118.0,-396.0,-745.0,687.0,sp,ids,0
6649,Maddy2,a,785,1838,2921,110.0,-24.0,60.0,177.0,75.0,178.0,-250.0,sp,ids,2
6652,Maddy2,a,795,1526,2856,90.0,61.0,75.0,-39.0,202.0,145.0,87.0,sp,ids,2
6655,Maddy2,a,735,1695,2696,110.0,13.0,-247.0,3.0,67.0,-216.0,-106.0,sp,ids,2
6665,Maddy2,a,352,1841,2972,160.058,1172.0,97.0,319.0,-45.0,-200.0,-731.0,sp,ids,1
6667,Maddy2,a,792,1469,2018,180.0,20.0,-80.0,-10.0,-79.0,-103.0,72.0,sp,ids,2
6671,Maddy2,i,451,2703,3228,110.0,7.0,-91.0,64.0,-2.0,50.0,143.0,sp,ids,3
6672,Maddy2,a,605,1988,2988,80.0,-108.0,144.0,231.0,-339.0,-49.0,167.0,sp,ids,1
6674,Maddy2,a,860,1522,2991,270.0,-7.0,78.0,-232.0,111.0,545.0,786.0,sp,ids,2
6677,Maddy2,i,462,2625,3060,90.0,7.0,-71.0,-87.0,24.0,529.0,736.0,sp,ids,3
6680,Maddy2,a,710,1510,2653,70.0,44.0,126.0,115.0,183.0,286.0,-13.0,sp,ids,2
6681,Maddy2,a,826,1563,2448,120.0,-19.0,-83.0,-10.0,110.0,-98.0,-249.0,sp,ids,2
6682,Maddy2,a,765,1627,2570,40.0,-76.0,-83.0,196.0,-5.0,-100.0,-290.0,sp,ids,2
6690,Maddy2,i,344,535,2780,240.0,127.0,1393.0,46.0,-171.0,-1980.0,-217.0,sp,ids,0
6692,Maddy2,i,619,2602,3078,160.0,-22.0,198.0,196.0,22.0,-110.0,-186.0,sp,ids,3
6693,Maddy2,a,705,1741,2722,90.0,-105.0,116.0,59.0,-180.0,-28.0,-92.0,sp,ids,2
6695,Maddy2,a,513,1663,2925,30.0,4.0,-46.0,-37.0,-50.0,38.0,-33.0,sp,ids,2
6698,Maddy2,a,796,1211,1906,110.0,8.0,19.0,1496.0,188.0,51.0,-296.0,sp,ids,2
6699,Maddy2,a,895,1546,3041,270.0,3.0,-46.0,-155.0,33.0,-121.0,-83.0,sp,ids,2
6702,Maddy2,a,707,1515,2821,100.0,-12.0,54.0,20.0,64.0,168.0,31.0,sp,ids,2
6703,Maddy2,a,730,1160,2363,90.0,-8.0,68.0,-232.0,92.0,54.0,-58.0,sp,ids,2
6706,Maddy2,a,769,1340,2620,140.0,4.0,305.0,419.0,216.0,191.0,306.0,sp,ids,2
6707,Maddy2,a,836,1549,2663,160.0,-48.0,-65.0,-44.0,86.0,-134.0,-16.0,sp,ids,2
6712,Maddy2,i,455,2091,3100,250.0,18.0,260.0,44.0,-41.0,-864.0,115.0,sp,ids,3
6718,Maddy2,i,492,2596,2964,60.0,2.0,111.0,-53.0,6.0,406.0,105.0,sp,ids,3
6719,Maddy2,a,732,1898,2775,80.0,-114.0,61.0,114.0,2.0,109.0,141.0,sp,ids,2
6721,Maddy2,a,496,2225,2594,40.0,16.0,-162.0,102.0,-17.0,-301.0,-773.0,sp,ids,3
6722,Maddy2,a,729,1956,2882,70.0,-36.0,30.0,1.0,27.0,1.0,90.0,sp,ids,2
6723,Maddy2,a,848,1961,2714,40.0,-254.0,33.0,217.0,-274.0,-20.0,-592.0,sp,ids,2
6724,Maddy2,a,752,1289,2550,80.0,-67.0,506.0,130.0,17.0,54.0,62.0,sp,ids,2
6725,Maddy2,a,567,1291,2769,60.0,117.0,-82.0,-141.0,175.0,193.0,227.0,sp,ids,0
6730,Maddy2,i,574,2614,2973,70.0,-54.0,35.0,439.0,-20.0,250.0,116.0,sp,ids,3
6731,Maddy2,a,750,2065,2861,80.0,-70.0,-859.0,-605.0,19.0,-22.0,-155.0,sp,ids,2
6742,Maddy2,i,563,2855,3241,110.0,43.0,-280.0,-204.0,86.0,848.0,510.0,sp,ids,3
6745,Maddy2,a,752,1130,2127,110.0,-144.0,-139.0,111.0,58.0,17.0,18.0,sp,ids,2
6746,Maddy2,a,821,1515,2184,200.0,2.0,-138.0,-228.0,21.0,-140.0,293.0,sp,ids,2
6749,Maddy2,a,749,1364,2732,100.0,-29.0,-56.0,53.0,124.0,81.0,35.0,sp,ids,2
6750,Maddy2,a,681,1329,2689,90.0,26.0,4.0,-35.0,44.0,2.0,110.0,sp,ids,2
6754,Maddy2,i,545,2587,3025,60.0,-59.0,-18.0,-182.0,56.0,189.0,154.0,sp,ids,3
6757,Maddy2,a,638,1150,1933,100.0,59.0,592.0,788.0,-191.0,-884.0,-1455.0,sp,ids,1
6759,Maddy2,a,562,2237,3346,100.0,53.0,-1189.0,-1094.0,75.0,9.0,-466.0,sp,ids,3
6760,Maddy2,a,611,1924,2354,70.0,-0.8,59.0,-262.0,121.0,41.0,-846.0,sp,ids,2
6764,Maddy2,i,492,2030,2870,40.0,16.0,63.0,-522.0,17.0,32.0,39.0,sp,ids,3
6765,Maddy2,a,690,1890,2971,70.0,-39.0,83.0,42.0,24.0,141.0,84.0,sp,ids,2
6767,Maddy2,a,681,1176,2592,80.0,-91.0,-62.0,62.0,53.0,74.0,313.0,sp,ids,2
6768,Maddy2,a,801,1329,2020,130.0,-27.0,-74.0,9.0,141.0,346.0,43.0,sp,ids,2
6770,Maddy2,a,782,1381,2777,120.0,20.0,136.0,22.0,208.0,100.0,-21.0,sp,ids,2
6772,Maddy2,i,1085,2237,3434,30.0,-168.0,69.0,-665.0,-166.0,-101.0,39.0,sp,ids,1
6774,Maddy2,a,562,1310,2996,80.0,-8.0,75.0,43.0,42.0,191.0,124.0,sp,ids,0
6775,Maddy2,i,715,1744,2541,30.0,351.0,639.0,1035.0,321.0,-197.0,134.0,sp,ids,2
6776,Maddy2,a,725,1692,2736,60.0,15.0,-269.0,-75.0,197.0,25.0,72.0,sp,ids,2
6777,Maddy2,i,510,2621,3300,110.0,36.0,86.0,-423.0,112.0,16.0,29.0,sp,ids,3
6778,Maddy2,i,450,1223,2546,50.0,59.0,248.0,-92.0,-0.4,-941.0,-523.0,sp,ids,0
6779,Maddy2,a,653,1339,2169,100.0,14.0,-76.0,146.0,193.0,831.0,-18.0,sp,ids,2
6781,Maddy2,i,429,1390,2891,50.0,41.0,-886.0,35.0,-66.0,-687.0,-64.0,sp,ids,0
6782,Maddy2,i,383,869,2761,80.0,10.0,105.0,121.0,-24.0,73.0,46.0,sp,ids,0
6791,Maddy2,i,533,2714,3344,70.0,24.0,74.0,-431.0,77.0,50.0,202.0,sp,ids,3
6794,Maddy2,i,431,2840,3337,120.0,93.0,6.0,-46.0,-6.0,95.0,448.0,sp,ids,3
6800,Maddy2,a,738,1322,2523,80.0,-20.0,-47.0,187.0,59.0,92.0,-11.0,sp,ids,2
6801,Maddy2,a,907,1473,2408,220.0,-37.0,-33.0,-54.0,430.0,-372.0,-888.0,sp,ids,2
6806,Maddy2,a,718,1280,2641,90.0,-64.0,-26.0,68.0,18.0,113.0,-24.0,sp,ids,2
6807,Maddy2,a,852,1379,2827,230.0,5.0,37.0,-171.0,252.0,99.0,475.0,sp,ids,2
6811,Maddy2,a,510,2000,2837,30.0,212.0,54.0,-159.0,56.0,-102.0,-208.0,sp,ids,3
6813,Maddy2,i,398,1878,2829,30.0,-25.0,-102.0,-191.0,29.0,104.0,-19.0,sp,ids,1
6816,Maddy2,i,430,819,2367,30.0,36.0,1392.0,-5.0,21.0,-26.0,6.0,sp,ids,0
6817,Maddy2,i,444,2465,3492,50.0,35.0,193.0,-473.0,111.0,183.0,-369.0,sp,ids,3
6819,Maddy2,i,607,2287,3003,30.0,47.0,-21.0,-27.0,-501.0,-643.0,-396.0,sp,ids,1
6820,Maddy2,i,479,2795,2993,50.0,48.0,4.0,-68.0,74.0,2201.0,208.0,sp,ids,3
6824,Maddy3,a,693,1738,2678,90.0,-69.0,81.0,-5.0,75.0,305.0,139.0,sp,ids,2
6825,Maddy3,a,665,1867,2750,100.0,48.0,-154.0,-62.0,67.0,-222.0,68.0,sp,ids,2
6826,Maddy3,a,688,1570,2481,150.0,-21.0,350.0,331.0,47.0,354.0,-233.0,sp,ids,2
6827,Maddy3,a,533,1207,2646,30.0,22.0,-13.0,-82.0,26.0,-12.0,-182.0,sp,ids,0
6828,Maddy3,a,834,1529,2426,280.0,-20.0,-86.0,82.0,123.0,-199.0,-41.0,sp,ids,2
6830,Maddy3,i,313,1322,2967,90.0,219.0,-505.0,-136.0,-232.0,-1142.0,82.0,sp,ids,0
6831,Maddy3,a,726,1865,2802,80.0,-127.0,95.0,97.0,-259.0,7.0,104.0,sp,ids,2
6833,Maddy3,i,342,1308,2617,30.0,42.0,-116.0,242.0,46.0,-122.0,-92.0,sp,ids,0
6834,Maddy3,a,535,1025,2668,110.0,-21.0,94.0,87.0,10.0,-67.0,-271.0,sp,ids,0
6843,Maddy3,a,599,1127,2794,30.0,-48.0,7.0,32.0,-49.0,-53.0,-85.0,sp,ids,2
6844,Maddy3,i,689,1291,2726,30.0,9.0,76.0,-60.0,-83.0,73.0,67.0,sp,ids,2
6845,Maddy3,a,813,1424,2652,70.0,-14.0,-0.5,118.0,9.0,131.0,-82.0,sp,ids,2
6846,Maddy3,i,444,2518,2962,30.0,20.0,-110.0,40.0,31.0,170.0,108.0,sp,ids,3
6853,Maddy3,a,628,1446,2562,220.0,2.0,-112.0,-62.0,10.0,102.0,118.0,sp,ids,2
6854,Maddy3,i,605,1238,3001,30.0,0.9,2.0,-14.0,2.0,11.0,34.0,sp,ids,0
6856,Maddy3,a,436,1530,2767,40.0,2.0,30.0,41.0,0.3,-60.0,-33.0,sp,ids,0
6858,Maddy3,a,497,1029,2666,30.0,-15.0,-35.0,-152.0,2.0,25.0,-29.0,sp,ids,0
6860,Maddy3,a,712,1301,2674,30.0,45.0,66.0,23.0,51.0,49.0,50.0,sp,ids,2
6861,Maddy3,a,619,1225,2583,30.0,-4.0,-27.0,28.0,-0.5,-21.0,17.0,sp,ids,2
6865,Maddy3,a,1307,2239,3581,30.0,-24.0,29.0,134.0,369.0,257.0,192.0,sp,ids,1
6875,Maddy3,a,337,2107,2529,50.0,45.0,-81.0,117.0,-156.0,-161.0,-312.0,sp,ids,3
6877,Maddy3,i,397,2182,2462,110.0,97.0,-245.0,448.0,-124.0,116.0,-140.0,sp,ids,3
6883,Maddy3,a,900,1624,2948,120.0,-22.0,-197.0,-8.0,183.0,-152.0,-231.0,sp,ids,2
6885,Maddy3,i,442,2842,3055,130.0,-17.0,-1412.0,-249.0,16.0,434.0,-24.0,sp,ids,3
6889,Maddy3,i,295,1635,2703,46.521,-35.0,632.0,213.0,-39.0,-891.0,-376.0,sp,ids,1
6890,Maddy3,a,709,1827,2751,127.159,-11.0,60.0,51.0,144.0,86.0,-597.0,sp,ids,2
6897,Maddy3,a,724,1317,2219,60.0,61.0,115.0,114.0,86.0,133.0,-6.0,sp,ids,2
6900,Maddy3,a,854,1646,2919,140.0,-11.0,-243.0,-202.0,30.0,-169.0,350.0,sp,ids,2
6903,Maddy3,a,848,1690,2511,140.0,-37.0,-304.0,136.0,180.0,-228.0,-266.0,sp,ids,2
6906,Maddy3,a,740,1320,2015,60.0,-73.0,545.0,805.0,49.0,335.0,-272.0,sp,ids,2
6910,Maddy3,a,836,1581,2306,100.0,-74.0,-197.0,-56.0,86.0,-161.0,-42.0,sp,ids,2
6912,Maddy3,i,425,1964,3042,50.0,1510.0,1058.0,1574.0,-35.0,-42.0,10.0,sp,ids,3
6913,Maddy3,a,795,1949,3360,30.0,134.0,42.0,24.0,-0.3,18.0,36.0,sp,ids,2
6915,Maddy3,a,931,1659,2926,180.0,-533.0,-496.0,-480.0,65.0,-234.0,-312.0,sp,ids,2
6917,Maddy3,a,479,1804,2825,40.0,108.0,-108.0,-12.0,49.0,-77.0,-205.0,sp,ids,3
6919,Maddy3,a,897,2155,3359,90.0,-385.0,-1131.0,-1105.0,382.0,1408.0,856.0,sp,ids,2
6921,Maddy3,a,654,1521,2895,60.0,52.0,-15.0,-53.0,118.0,101.0,8.0,sp,ids,2
6923,Maddy3,i,501,1974,3791,456.218,116.0,-190.0,-230.0,-1261.0,-1417.0,-285.0,sp,ids,3
6924,Maddy3,a,415,1761,2517,30.0,-5.0,-80.0,-224.0,20.0,-117.0,48.0,sp,ids,1
6929,Maddy3,i,789,2837,3531,130.26,-107.0,57.0,18.0,88.0,11.0,171.0,sp,ids,3
6930,Maddy3,a,1194,1805,2402,238.81,-82.0,123.0,370.0,408.0,-39.0,74.0,sp,ids,1
6931,Maddy3,i,372,1302,2775,110.0,11.0,-35.0,33.0,9.0,-251.0,21.0,sp,ids,0
6932,Maddy3,a,441,1938,2854,50.0,-17.0,-104.0,23.0,-656.0,-36.0,-69.0,sp,ids,3
6933,Maddy3,a,1229,1979,3530,70.0,-145.0,-511.0,-93.0,-24.0,-510.0,142.0,sp,ids,2
6934,Maddy3,i,484,2339,3119,282.23,-8.0,-1235.0,-339.0,-2.0,1303.0,605.0,sp,ids,3
6935,Maddy3,a,551,854,1923,180.0,251.0,884.0,1292.0,-45.0,-1342.0,-1583.0,sp,ids,0
6936,Maddy3,a,1124,1643,3050,30.0,37.0,52.0,118.0,-46.0,-170.0,-25.0,sp,ids,2
6937,Maddy3,a,1014,1895,3080,390.0,-192.0,67.0,-15.0,327.0,897.0,1212.0,sp,ids,2
6938,Maddy3,i,372,3035,3283,202.866,22.0,-2404.0,-308.0,-85.0,-16.0,217.0,sp,ids,3
6939,Maddy3,a,773,1024,1943,600.0,-510.0,-229.0,56.0,-34.0,-857.0,-980.0,sp,ids,2
6940,Maddy3,i,398,2711,3184,254.056,59.0,96.0,-232.0,47.0,100.0,96.0,sp,ids,3
6941,Maddy3,a,951,1584,1826,430.0,-67.0,171.0,1198.0,-17.0,-221.0,-1324.0,sp,ids,2
6942,Maddy3,i,554,2577,3210,465.962,-19.0,130.0,-17.0,-34.0,382.0,181.0,sp,ids,3
6946,Maddy3,a,934,1614,2017,290.0,-102.0,-234.0,384.0,185.0,175.0,359.0,sp,ids,2
6947,Maddy3,a,827,1781,2908,200.0,-48.0,61.0,-577.0,35.0,-19.0,81.0,sp,ids,2
6948,Maddy3,i,548,2403,2829,50.0,-19.0,-156.0,-145.0,-16.0,126.0,-48.0,sp,ids,3
6949,Maddy3,a,820,1834,2951,120.0,56.0,-135.0,-78.0,146.0,-255.0,15.0,sp,ids,2
6950,Maddy3,i,451,939,2599,80.0,-6.0,13.0,23.0,5.0,-6.0,23.0,sp,ids,0
6952,Maddy3,a,898,1682,2854,470.0,-4.0,201.0,-38.0,223.0,-118.0,-121.0,sp,ids,2
6953,Maddy3,a,960,1642,2980,490.0,-36.0,257.0,119.0,-8.0,-89.0,218.0,sp,ids,2
6954,Maddy3,i,514,810,2659,519.609,-25.0,2116.0,488.0,-44.0,-1786.0,-306.0,sp,ids,0
6955,Maddy3,a,995,1699,2671,470.0,-53.0,252.0,549.0,-8.0,-16.0,-134.0,sp,ids,2
6956,Maddy3,i,537,2691,2982,385.011,-115.0,-1695.0,-61.0,-36.0,448.0,470.0,sp,ids,3
6957,Maddy3,a,562,1332,1631,800.0,75.0,-122.0,177.0,92.0,-220.0,-1435.0,sp,ids,0
6958,Maddy3,i,498,2430,2776,30.0,15.0,30.0,57.0,-2.0,123.0,-20.0,sp,ids,3
6960,Maddy3,a,821,1717,2780,320.0,-10.0,-44.0,-130.0,246.0,17.0,-66.0,sp,ids,2
6961,Maddy3,i,474,2783,3233,150.0,27.0,-115.0,-310.0,33.0,218.0,245.0,sp,ids,3
6962,Maddy3,a,644,1896,2760,74.68,-48.0,15.0,-28.0,-16.0,67.0,61.0,sp,ids,2
6965,Maddy3,a,559,1156,2538,356.665,34.0,-140.0,201.0,112.0,-109.0,-79.0,sp,ids,0
6970,Maddy3,a,962,1853,2312,200.0,-223.0,-122.0,-339.0,68.0,190.0,-541.0,sp,ids,2
6973,Maddy3,a,662,1265,2744,100.0,-57.0,-118.0,-10.0,-25.0,-316.0,38.0,sp,ids,2
6974,Maddy3,a,715,1898,2884,70.0,2.0,-256.0,-62.0,47.0,44.0,30.0,sp,ids,2
6977,Maddy3,a,581,1775,2538,30.0,-53.0,-5.0,184.0,-87.0,-52.0,-44.0,sp,ids,2
6978,Maddy3,i,717,1768,2858,30.0,5.0,-42.0,-65.0,16.0,261.0,601.0,sp,ids,2
6982,Maddy3,a,824,1667,2542,90.0,-41.0,-16.0,87.0,54.0,-121.0,-1.0,sp,ids,2
6985,Maddy3,a,751,1866,2363,120.0,-88.0,-284.0,266.0,127.0,134.0,-148.0,sp,ids,2
6987,Maddy3,a,572,1834,2102,60.0,61.0,-25.0,285.0,82.0,97.0,-242.0,sp,ids,2
6989,Maddy3,a,653,1532,2626,30.0,-28.0,-23.0,-11.0,-42.0,25.0,64.0,sp,ids,2
6991,Maddy3,a,835,934,1900,400.0,22.0,927.0,1091.0,-94.0,-935.0,-648.0,sp,ids,2
6992,Maddy3,i,479,2493,3518,690.901,-100.0,-1950.0,-713.0,-155.0,886.0,563.0,sp,ids,3
6994,Maddy3,a,846,1950,3013,623.388,-247.0,-306.0,-187.0,-40.0,-57.0,-24.0,sp,ids,2
6995,Maddy3,a,629,1939,3174,176.782,697.0,526.0,379.0,-100.0,431.0,883.0,sp,ids,3
7005,Maddy3,a,808,1521,2794,80.0,-27.0,65.0,88.0,138.0,230.0,45.0,sp,ids,2
7006,Maddy3,a,914,1616,2834,180.0,-83.0,-113.0,-38.0,102.0,-27.0,31.0,sp,ids,2
7010,Maddy3,a,853,1451,2747,130.0,41.0,-24.0,-1009.0,291.0,232.0,65.0,sp,ids,2
7012,Maddy3,a,763,1805,2891,40.0,-9.0,-0.7,-21.0,-23.0,-2.0,-200.0,sp,ids,2
7016,Maddy3,a,799,1695,2901,120.0,-16.0,-173.0,-16.0,139.0,-164.0,-110.0,sp,ids,2
7024,Maddy3,i,625,2603,3088,110.0,-23.0,-103.0,43.0,293.0,861.0,315.0,sp,ids,3
7025,Maddy3,i,1132,2198,3634,245.784,-516.0,566.0,-231.0,-182.0,112.0,186.0,sp,ids,1
7032,Maddy3,a,682,2254,2809,40.0,43.0,-422.0,218.0,122.0,223.0,446.0,sp,ids,3
7033,Maddy3,a,723,1251,2750,80.0,17.0,-250.0,-233.0,109.0,-162.0,24.0,sp,ids,2
7035,Maddy3,a,549,1148,2921,30.0,21.0,-68.0,161.0,48.0,-213.0,91.0,sp,ids,2
7040,Trevor2,i,301,2649,3213,130.0,-53.0,-124.0,-393.0,-75.0,0.0,244.0,sp,ids,3
7041,Trevor2,a,1049,2202,2826,110.0,-277.0,37.0,60.0,136.0,285.0,-125.0,sp,ids,2
7044,Trevor2,a,860,1929,2284,100.0,-61.0,55.0,208.0,306.0,99.0,-173.0,sp,ids,2
7046,Trevor2,a,1054,1075,2550,220.0,-187.0,-31.0,-595.0,209.0,-286.0,430.0,sp,ids,2
7047,Trevor2,i,515,1260,2986,220.202,-124.0,408.0,-89.0,-41.0,-467.0,43.0,sp,ids,0
7048,Trevor2,i,518,1089,2840,140.0,-112.0,-16.0,-198.0,-36.0,-165.0,53.0,sp,ids,1
7051,Trevor2,a,994,1910,2904,110.0,-140.0,121.0,-43.0,671.0,404.0,548.0,sp,ids,2
7052,Trevor2,i,566,2956,3155,70.0,-42.0,-133.0,-204.0,17.0,111.0,68.0,sp,ids,3
7053,Trevor2,a,871,1322,2216,180.0,-1.0,828.0,815.0,-73.0,-731.0,-727.0,sp,ids,2
7068,Trevor2,a,686,1203,2023,70.0,-6.0,624.0,876.0,-27.0,-883.0,-855.0,sp,ids,2
7076,Trevor2,a,899,1754,2198,150.0,-38.0,-188.0,946.0,94.0,-219.0,-99.0,sp,ids,2
7079,Trevor2,i,512,2547,3114,60.0,5.0,98.0,-278.0,-12.0,425.0,243.0,sp,ids,3
7080,Trevor2,a,843,1332,2083,90.0,-98.0,197.0,81.0,234.0,-685.0,-864.0,sp,ids,2
7081,Trevor2,i,570,2550,3294,130.26,-74.0,-969.0,-185.0,6.0,-58.0,-135.0,sp,ids,3
7082,Trevor2,a,1037,2112,2890,117.854,-295.0,108.0,-191.0,539.0,235.0,30.0,sp,ids,1
7090,Trevor2,a,859,1960,2876,130.0,-16.0,-42.0,525.0,194.0,-14.0,299.0,sp,ids,2
7091,Trevor2,i,447,2770,3143,130.0,4.0,-1962.0,-276.0,-84.0,845.0,193.0,sp,ids,3
7096,Trevor2,i,339,542,2772,90.0,216.0,2348.0,547.0,-233.0,-2167.0,-181.0,sp,ids,0
7097,Trevor2,a,903,2053,3047,100.0,-232.0,139.0,-335.0,-42.0,24.0,-202.0,sp,ids,2
7098,Trevor2,a,851,1794,2981,100.0,-51.0,-43.0,-45.0,32.0,42.0,-52.0,sp,ids,2
7103,Trevor2,a,929,1297,2556,100.0,-99.0,55.0,92.0,56.0,-1017.0,-887.0,sp,ids,2
7105,Trevor2,a,878,1754,2754,100.0,4.0,-36.0,-21.0,42.0,-108.0,258.0,sp,ids,2
7107,Trevor2,a,854,1648,2353,120.0,-66.0,-91.0,-370.0,94.0,266.0,-82.0,sp,ids,2
7109,Trevor2,a,888,1962,3164,40.0,-98.0,21.0,-347.0,98.0,82.0,700.0,sp,ids,2
7111,Trevor2,a,1112,1858,2391,130.0,-109.0,-248.0,-142.0,561.0,942.0,289.0,sp,ids,2
7112,Trevor2,i,604,2863,2991,50.0,-44.0,-2141.0,-305.0,-42.0,373.0,-103.0,sp,ids,3
7113,Trevor2,a,922,1969,2213,100.0,-151.0,91.0,252.0,182.0,24.0,40.0,sp,ids,2
7116,Trevor2,i,510,2248,2836,30.0,2.0,-468.0,1.0,-15.0,-106.0,29.0,sp,ids,3
7119,Trevor2,a,884,1587,2643,120.0,-71.0,447.0,-191.0,-5.0,-387.0,-197.0,sp,ids,2
7120,Trevor2,a,864,1602,2494,90.0,-71.0,123.0,194.0,90.0,309.0,-674.0,sp,ids,2
7122,Trevor2,a,942,1687,1846,110.0,-193.0,-60.0,149.0,244.0,864.0,608.0,sp,ids,2
7123,Trevor2,a,876,1241,3579,40.0,32.0,111.0,-271.0,74.0,-43.0,297.0,sp,ids,2
