iteration,log_likelihood
4510,-85537.71916132048
4520,-85921.01979871855
4530,-85844.06336623056
4540,-85954.50253530365
4550,-85813.41596649606
4560,-85702.87323766964
4570,-86035.16255764857
4580,-85905.64768982216
4590,-85950.80045575053
4600,-85930.18234574297
4610,-85827.98851200184
4620,-85830.4975585362
4630,-85917.4602595052
4640,-85688.47263720207
4650,-85659.24310316454
4660,-85877.34200624359
4670,-85936.96599889958
4680,-85584.0333265816
4690,-85336.11728683786
4700,-85456.83271425958
4710,-85506.65058516597
4720,-85608.75664649984
4730,-85474.1424238054
4740,-85409.22869694901
4750,-85360.02669173201
4760,-85482.95248244012
4770,-85331.49027710193
4780,-85479.018069087
4790,-85142.34533483273
4800,-85197.42879574368
4810,-85197.52167168543
4820,-85359.57551131875
4830,-85338.68468536228
4840,-85275.69399890979
4850,-85263.94319732668
4860,-85482.37004743189
4870,-85502.79578514953
4880,-85263.4780723784
4890,-85261.7797158135
4900,-85345.44831575094
4910,-85202.6211939262
4920,-85567.66188577178
4930,-85485.93978153667
4940,-85420.84924102743
4950,-85316.30234728314
4960,-85487.88884258494
4970,-85268.7394990946
4980,-85344.17488343487
4990,-85352.10525456164
5000,-85215.95122713105
5010,-84950.31539424876
5020,-84929.2097128192
5030,-84662.43321039836
5040,-85004.01199849822
5050,-84966.56048898946
5060,-84967.64854615589
5070,-84889.27980798297
5080,-84989.85131232892
5090,-84795.60265165791
5100,-84792.44525563493
5110,-84663.13800541029
5120,-84679.0734045029
5130,-84715.20350836766
5140,-84679.82911470061
5150,-84621.11436257075
5160,-84515.98008963586
5170,-84650.6132413651
5180,-84538.67663325043
5190,-84677.56161258445
5200,-84515.09744168137
5210,-84362.31626453075
5220,-84549.93827852832
5230,-84616.89103087659
5240,-84382.45147915982
5250,-83941.99425114303
5260,-84449.12600326464
5270,-84433.23370807427
5280,-84311.92696027618
5290,-84132.69173748577
5300,-84103.25427207504
5310,-84179.10338783833
5320,-84073.16762906493
5330,-84109.47603333974
5340,-84186.79255485232
5350,-84112.58069470781
5360,-83942.25051747875
5370,-83978.54440344233
5380,-84071.37288093677
5390,-83949.6166550186
5400,-84025.42043835444
5410,-83724.61166040137
5420,-84236.0311820991
5430,-83945.25582026337
5440,-84067.91543748448
5450,-83867.78028736266
5460,-83757.49538827463
5470,-83794.32179688879
5480,-83788.61875857995
5490,-83772.687976872
5500,-84037.65505178117
5510,-84065.10749113602
5520,-83564.00198071552
5530,-83532.99220881364
5540,-83759.8216892301
5550,-83617.01467257788
5560,-83770.46175166537
5570,-83747.88933714485
5580,-83579.89175950771
5590,-83330.94287850348
5600,-83383.97624806772
5610,-83622.60135594581
5620,-83878.56221577054
5630,-83529.29554978559
5640,-83478.41730654186
5650,-83583.99115007556
5660,-83467.24365524056
5670,-83609.36041089901
5680,-83564.21477711701
5690,-83407.17635169711
5700,-83401.87163079355
5710,-83319.73445426914
5720,-83534.27022905098
5730,-83354.16717375169
5740,-83431.40868560786
5750,-83495.2348162319
5760,-83308.5653154417
5770,-83415.46438845349
5780,-83137.1062136623
5790,-83172.65509398987
5800,-83378.50558386359
5810,-83421.44975643737
5820,-83327.66940850746
5830,-83444.25026347664
5840,-83009.7293111192
5850,-83595.09238472886
5860,-83087.40996273336
5870,-83447.18341394025
5880,-82873.88451193462
5890,-83147.8603353975
5900,-83086.74508319644
5910,-82903.92702002646
5920,-82294.27613021564
5930,-82922.56161553093
5940,-82855.07069128139
5950,-82658.39974026327
5960,-82833.0674491564
5970,-82769.80454876827
5980,-82600.57890606162
5990,-82325.96775363648
6000,-82663.06261937598
6010,-82520.46611214499
6020,-82602.79169429434
6030,-82324.43847235835
6040,-82768.35533561796
6050,-82218.6355086591
6060,-82433.6129400161
6070,-82366.60168135873
6080,-82561.57031755574
6090,-82853.0133743913
6100,-82362.93606127804
6110,-82450.22295068481
6120,-82429.46873206807
6130,-82435.72761891164
6140,-82550.64945080796
6150,-82193.55650871717
6160,-82166.41553594758
6170,-82230.35641072516
6180,-82060.73973695743
6190,-82278.29619997022
6200,-82106.8397768049
6210,-82165.65078468817
6220,-81986.03112084811
6230,-81381.28653511504
6240,-81589.940550503
6250,-81785.30624805833
6260,-81921.33630833135
6270,-82015.18535297016
6280,-81926.0123984848
6290,-82177.28122386397
6300,-81800.77759273989
6310,-81838.78816254648
6320,-81504.76206201833
6330,-81947.58989575025
6340,-81826.82387727943
6350,-82236.61136892118
6360,-81883.3718868099
6370,-81947.72169903152
6380,-82291.27495979838
6390,-81956.07191838113
6400,-81762.51067490857
6410,-82121.63166590405
6420,-82034.54625715248
6430,-81777.22177297376
6440,-81639.12860735111
6450,-81395.3651200371
6460,-81814.11732303847
6470,-81966.5172237742
6480,-81805.19783941538
6490,-81875.17259412011
6500,-81653.34380803141
6510,-81707.95461216083
6520,-81754.70271043555
6530,-81486.34576806612
6540,-81518.27985866842
6550,-81707.91759912198
6560,-82081.72454374771
6570,-82070.18497331471
6580,-82090.86302684958
6590,-82071.49236590993
6600,-82055.0795412573
6610,-81943.70894480054
6620,-81700.13615996922
6630,-82029.40067773932
6640,-81318.63356435456
6650,-81362.22519832785
6660,-81648.3027161689
6670,-81648.11465075484
6680,-81813.45726953138
6690,-81742.10046146138
6700,-81632.68205217356
6710,-81849.98782946632
6720,-81565.70454828374
6730,-81515.61808863442
6740,-81636.41736632335
6750,-81771.00378585876
6760,-81404.0070890869
6770,-81392.64031203574
6780,-81371.3053333198
6790,-81331.90187763028
6800,-81754.62771986151
6810,-81421.38920587426
6820,-81466.96668703877
6830,-81607.44043000667
6840,-81510.1159228808
6850,-81287.17364539331
6860,-81179.11204594522
6870,-81024.8002788072
6880,-80584.60846463603
6890,-80915.4695800294
6900,-80858.4874936895
6910,-80535.21056267098
6920,-80796.06659546535
6930,-81038.70743413057
6940,-80616.4995919921
6950,-80460.49302249413
6960,-80659.19344206576
6970,-80636.49804054563
6980,-80304.3898884655
6990,-80250.34763357344
7000,-80343.63280374026
7010,-80247.6348674896
7020,-80425.4175188173
7030,-80484.21428473874
7040,-80546.82417405867
7050,-80551.7446164302
7060,-80737.04308512909
7070,-80689.84630367829
7080,-80441.27724395873
7090,-80576.37128140136
7100,-80581.87346791163
7110,-80797.06971064107
7120,-80552.70840760897
7130,-80471.87077458744
7140,-80016.9354062613
7150,-80175.82817120665
7160,-80401.4069092823
7170,-80051.79469403438
7180,-79983.20376684015
7190,-80060.3316528252
7200,-80266.82342444739
7210,-80458.97936991656
7220,-80296.06195256702
7230,-80419.22496858516
7240,-80343.0451222373
7250,-79979.35389451912
7260,-79772.40018313742
7270,-80004.99574254808
7280,-80035.06219717926
7290,-79997.24491542764
7300,-80397.39272779624
7310,-79859.66851519614
7320,-79955.08646935502
7330,-80175.54557951471
7340,-80282.74410476333
7350,-80127.9070629073
7360,-79490.4680988719
7370,-79709.76954967654
7380,-79672.11868664695
