speaker,vowel,f1,f2,f3,duration,df1_on,df2_on,df3_on,df1_off,df2_off,df3_off,language,register,z_f1,z_f2
HS4,e,494,2155,2950,65.703,46,26,-29,51,58,-84,sp,ads,-0.29176965155351914,0.7195055804111544
HS4,u,420,702,2494,66.97,-52,154,279,65,-574,-744,sp,ads,-0.7691496755008917,-2.2241626298405546
HS4,u,315,1170,2973,93.216,94,-180,2,-2,-545,73,sp,ads,-1.4465132229937854,-1.2760299922646428
HS4,e,564,2472,3384,80,-102,-336,-301,39,189,205,sp,ads,0.15980604677507657,1.3617236276580862
HS4,i,468,2759,3238,90,-23,-5,-6,-78,317,42,sp,ads,-0.45949776807556897,1.9431639417270747
HS4,a,741,1982,3210,100,-94,93,64,48,150,319,sp,ads,1.3016474554059543,0.36902065241834947
HS4,u,382,814,3132,280,24,475,-147,40,-160,70,sp,ads,-1.0142907688792722,-1.9972590926429006
HS4,e,470,2085,3183,30,34,100,-45,55,178,81,sp,ads,-0.44659560526618053,0.5776908696626206
HS4,o,511,1189,3194,67.69,52,105,-8,92,35,301,sp,ads,-0.18210126767371732,-1.2375374279186122
HS4,e,474,1909,2890,130,-4,-1,109,41,88,-7,sp,ads,-0.4207912796474036,0.22112816835202131
HS4,e,517,2192,3011,30,-50,45,0,-5,-49,-6,sp,ads,-0.14339477924555197,0.7944647846639509
HS4,e,501,2124,3053,22.566,-6,113,-43,42,166,99,sp,ads,-0.24661208172065957,0.6567019227939467
HS4,e,431,2093,2944,54.622,15,-156,-7,58,125,-29,sp,ads,-0.6981877800492553,0.5938982651767388
HS4,o,805,1589,3002,39.63,-105,91,-43,-11,36,110,sp,ads,1.7145166653063846,-0.4271676522127047
HS4,a,758,1583,2927,60.37,33,-24,-7,116,-22,31,sp,ads,1.411315839285756,-0.4393231988482933
HS4,e,426,2027,3037,72.072,55,-59,-5,62,-145,-45,sp,ads,-0.7304431870727264,0.4601872521852641
HS4,i,426,2691,3160,180,4,-139,-98,-0.4,94,99,sp,ads,-0.7304431870727264,1.8054010798570705
HS4,e,436,2577,3148,185.471,-35,203,-39,-160,441,131,sp,ads,-0.6659323730257841,1.5744456937808868
HS4,a,652,1532,1995,60,16,216,637,91,283,-603,sp,ads,0.7275012103881683,-0.5426453452507966
HS4,u,394,966,2437,44.786,33,91,-32,41,-43,-173,sp,ads,-0.9368777920229415,-1.6893185778746558
HS4,a,795,1820,3012,70,-14,-94,37,57,-55,52,sp,ads,1.6500058512594424,0.0408208932574569
HS4,e,562,2448,3260,80,-92,-145,-24,22,-28,108,sp,ads,0.14690388396568813,1.3131014411157318
HS4,o,504,1132,2727,120.774,-13,988,188,-32,-479,-83,sp,ads,-0.22725883750657688,-1.353015120956704
HS4,a,751,1556,2633,80,-56,157,-895,255,567,15,sp,ads,1.3661582694528964,-0.4940231587084421
HS4,e,401,1824,2852,30,80,-107,-49,83,-58,211,sp,ads,-0.891720222190082,0.048924591014515975
HS4,o,488,1127,3056,75.477,-37,-65,-104,9,-35,173,sp,ads,-0.33047613998168446,-1.363144743153028
HS4,i,356,2511,2958,107.181,9,-459,-172,21,-192,-60,sp,ads,-1.182018885401322,1.4407346807894121
HS4,e,505,2456,3193,138.443,-23,5,-212,17,-276,-197,sp,ads,-0.22080775610188266,1.3293088366298498
HS4,a,591,2045,2904,164.122,-167,317,181,128,152,-183,sp,ads,0.3339852447018206,0.49665389209202987
HS4,e,547,2013,2987,30,-15,-46,-54,14,-36,-47,sp,ads,0.05013766289527476,0.43182431003555727
HS4,e,496,1870,3194,30,34,72,-161,100,42,261,sp,ads,-0.2788674887441307,0.14211711522069534
HS4,e,430,1910,3018,58.218,-26,-9,79,31,-94,-76,sp,ads,-0.7046388614539495,0.2231540927912861
HS4,o,787,1560,2948,37.213,-57,-29,-13,-2,-5,41,sp,ads,1.5983972000218887,-0.485919460951383
HS4,a,729,1604,2929,42.787,46,5,-9,107,-0.2,-87,sp,ads,1.2242344785496235,-0.3967787856237332
HS4,e,447,2130,3144,30,22,-30,-57,45,20,17,sp,ads,-0.5949704775741477,0.6688574694295353
HS4,i,394,2519,3065,85.902,12,16,-39,5,331,49,sp,ads,-0.9368777920229415,1.4569420763035303
HS4,o,499,958,3017,130,-26,-108,119,37,-293,-59,sp,ads,-0.259514244530048,-1.7055259733887738
HS4,a,701,1810,2764,80,-38,-28,-4,200,-32,-72,sp,ads,1.0436041992181853,0.020561648864809212
HS4,e,486,2500,3000,288.986,-63,120,109,8,3,-16,sp,ads,-0.34337830279107295,1.4184495119574998
HS4,e,507,2510,3098,138.443,3,-44,-90,67,62,-0.5,sp,ads,-0.20790559329249422,1.4387087563501475
HS4,a,907,1837,2872,186.631,-268,252,-11,405,81,68,sp,ads,2.3725269685851953,0.07526160872495798
HS4,o,439,1494,3173,70,-13,-107,-186,-16,-163,72,sp,ads,-0.6465791288117014,-0.6196304739428578
HS4,e,493,2104,3068,60,-10,-144,59,-13,152,39,sp,ads,-0.2982207329582134,0.6161834340086513
HS4,a,750,1851,2892,88.754,-39,52,-61,45,48,-34,sp,ads,1.3597071880482023,0.10362455087466474
HS4,e,712,1871,2729,46.173,-132,-84,110,-15,-33,78,sp,ads,1.1145660946698217,0.14414303965996011
HS4,a,680,2270,2945,63.241,38,-277,-338,359,-74,29,sp,ads,0.9081314897196066,0.9524868909266029
HS4,i,415,2884,3244,200,-27,225,-120,-4,142,-27,sp,ads,-0.8014050825243628,2.196404496635171
HS4,e,561,2121,3144,90,-64,341,20,3,96,244,sp,ads,0.1404528025609939,0.6506241494761523
HS4,a,744,1879,2844,100,-8,64,-67,289,93,28,sp,ads,1.321000699620037,0.16035043517407827
HS4,e,549,2001,2786,73.848,7,14,15,158,361,-83,sp,ads,0.0630398257046632,0.40751321676438007
HS4,o,457,1047,2631,121.396,6,2,-582,21,-187,-56,sp,ads,-0.5304596635272054,-1.5252186982942095
HS4,i,408,2866,3294,170,-33,-188,-175,-14,203,-14,sp,ads,-0.8465626523572224,2.1599378567284053
HS4,a,894,1879,2987,169.704,-97,-163,-60,31,57,-15,sp,ads,2.2886629103241707,0.16035043517407827
HS4,i,402,2705,2996,90.434,-17,47,108,-13,291,148,sp,ads,-0.8852691407853878,1.8337640220067772
HS4,e,586,2214,2778,30,-9,-120,16,5,85,-150,sp,ads,0.3017298376783495,0.8390351223277758
HS4,e,551,1901,2884,22.57,16,141,38,55,186,107,sp,ads,0.07594198851405165,0.20492077283790316
HS4,e,510,1715,2855,54.707,27,67,-52,180,3,-49,sp,ads,-0.18855234907841154,-0.17190117286534384
HS4,o,706,1543,2796,41.244,-38,-67,-10,-2,-20,-15,sp,ads,1.0758596062416563,-0.5203601764188841
HS4,a,625,1565,2833,28.756,42,-4,-147,21,1,-105,sp,ads,0.5533220124614242,-0.47578983875505915
HS4,e,464,2028,2998,40,79,-75,-27,51,133,0.7,sp,ads,-0.48530209369434585,0.4622131766245288
HS4,i,435,2387,2859,100,4,-7,82,-1,242,40,sp,ads,-0.6723834544304784,1.189520050320581
HS4,u,316,1023,2720,56.536,-29,-139,9,1,-1252,-415,sp,ads,-1.440062141589091,-1.573840884836564
HS4,a,550,1898,2784,58.647,-222,109,-35,44,93,-4,sp,ads,0.06949090710935743,0.19884299952010887
HS4,o,539,1159,3076,110,-82,-158,-315,57,-252,90,sp,ads,-0.0014709883422790405,-1.2983151610965553
HS4,a,413,1714,3070,66.988,-3,-30,-105,103,27,183,sp,ads,-0.8143072453337513,-0.1739270973046086
HS4,i,403,2324,2807,74.236,24,-45,166,71,241,-310,sp,ads,-0.8788180593806936,1.0618868106469004
HS4,e,559,1815,2620,63.049,-17,41,3,10,120,-96,sp,ads,0.12755063975160544,0.030691271061133056
HS4,o,545,937,3381,127.278,-115,-47,-519,13,132,971,sp,ads,0.0372355000858863,-1.748070386613334
HS4,o,570,1068,3102,97.133,-29,-121,-156,16,-237,-84,sp,ads,0.1985125352032419,-1.4826742850696493
HS4,a,813,1814,2670,150,-111,-44,-51,45,33,-76,sp,ads,1.7661253165439383,0.028665346621868287
HS4,e,561,2526,3201,89.259,40,-135,-50,67,-178,-12,sp,ads,0.1404528025609939,1.4711235473783837
HS4,o,609,1089,3114,120.851,-45,15,20,-55,-280,-156,sp,ads,0.4501047099863167,-1.4401298718450892
HS4,a,881,1733,2563,220,-85,-2,121,120,-128,-165,sp,ads,2.2047988520631456,-0.135434532958578
HS4,o,604,1304,3304,90,-60,173,101,103,-22,10,sp,ads,0.41784930296284556,-1.0045561174031639
HS4,e,568,2324,2988,293.068,1,-182,18,-2,-33,152,sp,ads,0.18561037239385347,1.0618868106469004
HS4,o,607,1362,3184,60,-61,69,-83,148,-40,4,sp,ads,0.4372025471769282,-0.8870524999258073
HS4,e,593,2047,2938,130,-26,-137,85,9,-197,-58,sp,ads,0.34688740751120906,0.5007057409705594
HS4,e,533,2427,3136,106.35,-65,-18,-174,-13,20,40,sp,ads,-0.040177476770444386,1.2705570278911715
HS4,e,544,2340,3110,183.65,-12,-5,-54,29,230,80,sp,ads,0.03078441868119208,1.0943016016751368
HS4,e,588,1868,2918,90,-41,-14,92,22,-2,-14,sp,ads,0.31463200048773793,0.13806526634216582
HS4,o,590,1059,3150,177.529,-17,142,-392,114,148,258,sp,ads,0.3275341632971264,-1.500907605023032
HS4,e,616,2276,3070,120,16,-33,-533,62,1024,1068,sp,ads,0.49526227981917625,0.9646424375621915
HS4,a,834,1484,1877,110,-66,-80,-49,40,444,12,sp,ads,1.9015980260425172,-0.6398897183355055
HS4,a,829,978,1794,88.466,5,750,823,116,-804,-862,sp,ads,1.869342619019046,-1.6650074846034784
HS4,i,394,2867,3146,90,3,-257,-17,-6,-64,-47,sp,ads,-0.9368777920229415,2.1619637811676697
HS4,a,651,1809,3095,110,-11,107,-169,293,-9,322,sp,ads,0.7210501289834741,0.018535724425544443
HS4,i,368,2666,2982,95.72,25,-30,13,-21,263,23,sp,ads,-1.1046059085449913,1.7547529688754513
HS4,e,530,2203,3145,88.201,16,-103,-259,0.4,94,213,sp,ads,-0.05953072098452706,0.8167499534958633
HS4,a,794,1859,2848,80,-17,-23,-85,133,11,-172,sp,ads,1.6435547698547481,0.11983194638878289
HS4,e,286,1228,2646,30,28,444,38,31,-437,-945,sp,ads,-1.6335945837299177,-1.1585263747872863
HS4,e,511,1928,2959,50,-4,-26,-39,93,9,-26,sp,ads,-0.18210126767371732,0.2596207326980519
HS4,o,810,1576,2524,40,-65,57,149,5,9,2,sp,ads,1.7467720723298557,-0.4535046699231467
HS4,a,762,1630,2713,47.765,20,-45,-67,29,-42,-60,sp,ads,1.4371201649045329,-0.3441047502028492
HS4,e,570,1906,3063,60,31,60,-13,164,29,80,sp,ads,0.1985125352032419,0.21505039503422702
HS4,e,587,2015,2983,50,-71,-53,44,6,-8,-65,sp,ads,0.30818091908304374,0.4358761589140868
HS4,a,574,2009,2847,70,-17,26,51,-9,70,-91,sp,ads,0.22431686082201882,0.4237206122784982
HS4,a,752,1737,2608,70,4,9,37,118,86,-55,sp,ads,1.3726093508575907,-0.12733083520151892
HS4,a,749,1918,2653,80,30,-149,92,351,96,72,sp,ads,1.353256106643508,0.23936148830540424
HS4,e,481,2374,2798,195.383,-9,61,25,16,-10,-81,sp,ads,-0.375633709814544,1.163183032610139
HS4,a,877,1593,2757,223.295,24,-167,-135,6,84,-61,sp,ads,2.178994526444369,-0.41906395445564565
HS4,a,838,1796,2989,81.503,18,-338,-1132,69,-49,-78,sp,ads,1.927402351661294,-0.007801293284897553
HS4,a,730,1759,2912,66.557,16,-5,74,141,-76,-144,sp,ads,1.2306855599543178,-0.082760497537694
HS4,e,491,2388,2975,66.041,-18,-219,38,47,-236,47,sp,ads,-0.3111228957676018,1.1915459747598456
HS4,o,511,1795,2625,95.661,-20,195,495,-85,-3,-6,sp,ads,-0.18210126767371732,-0.009827217724162321
HS4,a,564,1934,2767,60.79,83,-95,-118,120,-94,-91,sp,ads,0.15980604677507657,0.27177627933364057
HS4,e,395,2156,3238,15.474,-14,-56,-824,-6,84,258,sp,ads,-0.9304267106182473,0.7215315048504193
HS4,e,381,1907,2863,30,24,138,46,50,21,-138,sp,ads,-1.0207418502839665,0.2170763194734918
HS4,a,791,1768,2814,74.746,-36,-29,-8,64,172,106,sp,ads,1.6242015256406654,-0.06452717758431108
HS4,a,711,1817,2950,51.358,-24,-179,-7,-134,-78,-72,sp,ads,1.1081150132651276,0.034743119939662594
HS4,e,482,2055,2798,30,-28,124,75,35,150,-65,sp,ads,-0.36918262840984983,0.5169131364846776
HS4,o,700,1629,2920,30,-36,-6,11,8,-36,97,sp,ads,1.0371531178134912,-0.34613067464211394
HS4,a,554,1631,2839,40,93,17,35,159,-501,-512,sp,ads,0.09529523272813432,-0.3420788257635844
HS4,a,745,1847,3077,60,-14,-108,-184,433,-20,346,sp,ads,1.3274517810247313,0.09552085311760566
HS4,a,915,1756,2589,125.166,-86,10,-77,108,40,-145,sp,ads,2.4241356198227493,-0.0888382708554883
HS4,a,849,1708,2803,148.491,-91,-578,-1163,501,-73,-339,sp,ads,1.9983642471129306,-0.18608264394019722
HS4,i,420,2713,3210,102.608,-37,3,-122,-6,353,180,sp,ads,-0.7691496755008917,1.8499714175208954
HS4,o,587,1311,3414,63.016,28,213,-37,12,78,-233,sp,ads,0.30818091908304374,-0.9903746463283104
HS4,e,496,1994,2978,70,-11,-15,96,37,-0.03,31,sp,ads,-0.2788674887441307,0.39333174568952667
HS4,e,492,2429,3340,96.538,-128,-289,-237,16,-280,71,sp,ads,-0.3046718143629076,1.274608876769701
HS4,a,656,1925,3472,105.261,-67,327,-32,38,172,354,sp,ads,0.7533055360069452,0.2535429593802576
HS4,a,692,1688,2622,76.605,32,138,50,294,341,956,sp,ads,0.9855444665759373,-0.2266011327254926
HS4,e,509,2169,3150,61.952,-4,55,-26,6,97,-15,sp,ads,-0.19500343048310578,0.7478685225608612
HS4,e,442,2351,3116,75.92,43,-267,-18,29,-155,87,sp,ads,-0.6272258845976187,1.1165867705070491
HS4,e,453,2657,3359,187.407,-33,-45,-160,-24,324,332,sp,ads,-0.5562639891459823,1.7365196489220684
HS4,e,467,2263,3210,108.713,30,116,21,40,159,75,sp,ads,-0.4659488494802632,0.9383054198517495
HS4,e,511,2350,2899,100,23,-351,-53,88,-180,-164,sp,ads,-0.18210126767371732,1.1145608460677845
HS4,e,504,2227,3090,90,35,181,85,8,255,-91,sp,ads,-0.22725883750657688,0.8653721400382178
HS4,e,505,1935,3032,100,-18,8,-58,28,29,1,sp,ads,-0.22080775610188266,0.2738022037729053
HS4,e,512,2152,3022,109.77,-32,-241,-28,115,-121,8,sp,ads,-0.1756501862690231,0.7134278070933602
HS4,o,511,1092,3028,100,-70,-300,-74,36,-196,185,sp,ads,-0.18210126767371732,-1.4340520985272949
HS4,o,542,916,3004,247.742,-34,85,-30,-27,-283,188,sp,ads,0.017882255871803632,-1.790614799837894
HS4,a,845,1763,2907,74.804,-37,15,43,123,120,242,sp,ads,1.9725599214941536,-0.07465679978063493
HS4,e,469,2120,3085,46.892,-12,191,83,17,162,-59,sp,ads,-0.4530466866708747,0.6485982250368876
HS4,e,732,1811,2857,18.455,-44,16,-15,-57,-0.005,-11,sp,ads,1.2435877227637062,0.02258757330407398
HS4,a,756,1758,2765,60,41,31,-39,123,14,-10,sp,ads,1.3984136764763677,-0.08478642197695876
HS4,a,787,1795,2696,100,0.9,-61,-44,107,-117,129,sp,ads,1.5983972000218887,-0.009827217724162321
HS4,a,864,1846,2998,96.584,-197,11,-313,445,134,-219,sp,ads,2.095130468183344,0.09349492867834089
HS4,o,356,1367,3158,79.27,-66,-265,-172,-9,-419,130,sp,ads,-1.182018885401322,-0.8769228777294834
HS4,a,550,1709,3088,66.15,196,-26,-89,117,103,81,sp,ads,0.06949090710935743,-0.18405671950093244
HS4,e,471,2434,3103,74.02,11,143,39,44,215,-39,sp,ads,-0.4401445238614863,1.2847384989660249
HS4,e,447,2180,3085,90,4,-23,10,34,186,76,sp,ads,-0.5949704775741477,0.7701536913927737
HS4,e,487,2523,3013,290,41,-222,-101,19,-12,149,sp,ads,-0.3369272213863787,1.4650457740605893
HS4,a,780,1909,2672,90,19,-105,211,139,-102,-80,sp,ads,1.553239630189029,0.22112816835202131
HS4,i,426,3006,3263,132.619,-39,-182,-156,-24,73,-261,sp,ads,-0.7304431870727264,2.4435672782254727
HS4,o,259,1135,2465,326.772,111,-393,112,40,-300,-231,sp,ads,-1.807773781656662,-1.3469373476389097
HS4,e,469,2002,3056,55.131,-57,13,162,64,222,-23,sp,ads,-0.4530466866708747,0.4095391412036448
HS4,e,418,1871,2970,40,23,6,-1,61,51,-118,sp,ads,-0.7820518383102801,0.14414303965996011
HS4,o,500,1071,2957,77.037,-2,231,172,17,30,-141,sp,ads,-0.25306316312535376,-1.476596511751855
HS4,o,491,1120,3218,91.553,-16,-119,-73,59,134,246,sp,ads,-0.3111228957676018,-1.3773262142278813
HS4,i,406,2797,2926,189.939,14,-234,-157,9,207,-67,sp,ads,-0.8594648151666109,2.0201490704191363
HS4,i,370,2608,2830,95.354,36,133,177,11,639,123,sp,ads,-1.091703745735603,1.6372493513980948
HS4,e,596,1672,2793,70,-2,6,89,65,53,-72,sp,ads,0.36624065172529174,-0.2590159237537289
HS4,o,494,1166,3021,78.153,-34,-64,378,51,-284,65,sp,ads,-0.29176965155351914,-1.284133690021702
HS4,a,896,1765,3044,66.988,-79,-19,-204,106,113,6,sp,ads,2.301565073133559,-0.07060495090210539
HS4,e,422,2220,3069,30,13,179,-2,9,48,-57,sp,ads,-0.7562475126915033,0.8511906689633645
HS4,o,401,845,2954,38.63,6,3,126,57,48,290,sp,ads,-0.891720222190082,-1.9344554350256928
HS4,o,501,940,3107,224.411,-58,-28,165,140,34,523,sp,ads,-0.24661208172065957,-1.7419926132955397
HS4,o,468,1133,3082,110,-29,-121,-235,61,-460,195,sp,ads,-0.45949776807556897,-1.3509891965174392
HS4,e,501,2423,3104,230,39,-106,50,1,198,207,sp,ads,-0.24661208172065957,1.2624533301341125
HS4,o,391,1251,3135,60.29,18,181,-62,113,-154,-124,sp,ads,-0.9562310362370242,-1.1119301126841965
HS4,e,388,1872,2942,40,24,89,-5,41,-30,22,sp,ads,-0.9755842804511069,0.1461689640992249
HS4,o,636,2272,3585,49.221,286,577,-546,359,951,569,sp,ads,0.6242839079130608,0.9565387398051324
HS4,o,302,1506,3146,50,15,-258,-623,37,-123,79,sp,ads,-1.5303772812548102,-0.5953193806716806
HS4,e,417,2276,3139,40,-20,-75,-23,8,-20,47,sp,ads,-0.7885029197149744,0.9646424375621915
HS4,a,808,1708,2943,79.66,60,151,-237,195,362,1282,sp,ads,1.7338699095204673,-0.18608264394019722
HS4,a,809,1668,3050,140,-37,-54,274,154,-85,2,sp,ads,1.7403209909251616,-0.26711962151078794
HS4,e,516,2336,2973,145.012,-83,148,315,13,216,51,sp,ads,-0.1498458606502462,1.0861979039180776
HS4,a,810,1574,3218,164.122,128,133,13,272,274,-26,sp,ads,1.7467720723298557,-0.45755651880167625
HS4,o,368,1780,3047,40,66,-23,-88,110,67,-53,sp,ads,-1.1046059085449913,-0.04021608431313386
HS4,e,434,1579,2785,30,10,52,22,5,19,-39,sp,ads,-0.6788345358351726,-0.4474268966053524
HS4,o,336,973,2619,40,31,-54,-129,16,271,28,sp,ads,-1.3110405134952066,-1.6751371067998022
HS4,o,348,1517,2817,40,34,-101,-163,32,-183,-55,sp,ads,-1.2336275366388758,-0.5730342118397681
HS4,e,446,2089,3004,50,15,-90,-52,9,-66,-7,sp,ads,-0.6014215589788419,0.5857945674196797
HS4,i,427,2330,2831,70,9,28,219,36,88,-83,sp,ads,-0.7239921056680322,1.074042357282489
HS4,e,525,2109,3088,133.729,-15,-122,-1,-28,-18,49,sp,ads,-0.09178612800799818,0.6263130562049751
HS4,e,537,2279,2854,96.271,-19,-11,315,33,107,-135,sp,ads,-0.014373151151667488,0.9707202108799858
HS4,e,450,2015,3064,50,-64,193,496,29,-19,-72,sp,ads,-0.575617233360065,0.4358761589140868
HS4,a,512,1789,2883,50,89,-22,-235,112,-198,-128,sp,ads,-0.1756501862690231,-0.021982764359750936
HS4,o,577,1689,2948,81.574,-52,77,316,40,68,30,sp,ads,0.24367010503610148,-0.22457520828622782
HS4,e,539,1727,2959,62.794,-56,-95,-73,13,-33,36,sp,ads,-0.0014709883422790405,-0.14759007959416662
HS4,o,479,1574,3000,142.26,34,-88,-350,97,25,179,sp,ads,-0.3885358726239325,-0.45755651880167625
HS4,e,421,2416,2911,120,1,53,4,-159,62,37,sp,ads,-0.7626985940961976,1.2482718590592592
HS4,a,913,1764,2646,170,-45,124,-93,24,21,-228,sp,ads,2.4112334570133607,-0.07263087534137015
HS4,e,387,1976,3072,30,218,-48,-59,-11,-18,29,sp,ads,-0.9820353618558011,0.3568651057827608
HS4,a,760,1642,2808,63.282,-39,48,52,59,70,-126,sp,ads,1.4242180020951445,-0.31979365693167194
HS4,o,639,1719,2973,30,-10,-106,74,10,-187,73,sp,ads,0.6436371521271433,-0.16379747510828477
HS4,a,491,2042,2836,30,85,-71,101,147,-144,109,sp,ads,-0.3111228957676018,0.49057611877423557
HS4,i,398,2682,3180,82.619,-13,232,49,-12,99,33,sp,ads,-0.9110734664041646,1.7871677599036877
HS4,e,494,2079,3187,68.282,11,277,-37,44,101,33,sp,ads,-0.29176965155351914,0.565535323027032
HS4,e,407,2345,2932,90,5,111,72,-144,270,-34,sp,ads,-0.8530137337619167,1.1044312238714606
HS4,a,901,1806,2473,102.19,-134,108,307,32,108,-22,sp,ads,2.3338204801570304,0.012457951107750135
HS4,e,493,2186,2963,80,30,-60,-26,44,53,-32,sp,ads,-0.2982207329582134,0.7823092380283623
HS4,e,427,1978,2978,140,-10,-76,-227,8,58,45,sp,ads,-0.7239921056680322,0.36091695466129037
HS4,e,732,1787,3209,27.162,26,-10,134,72,13,11,sp,ads,1.2435877227637062,-0.026034613238280473
HS4,o,522,1229,2593,90,69,171,-727,133,91,-179,sp,ads,-0.11113937222208085,-1.1565004503480214
HS4,i,446,2681,3161,90,-11,-10,196,-9,318,-124,sp,ads,-0.6014215589788419,1.7851418354644228
HS4,o,656,1380,3122,130,47,82,99,-63,-219,-14,sp,ads,0.7533055360069452,-0.8505858600190414
HS4,e,474,2027,2919,112.948,152,-107,78,41,109,173,sp,ads,-0.4207912796474036,0.4601872521852641
HS4,e,520,2265,2857,70.06,38,22,61,52,188,203,sp,ads,-0.12404153503146931,0.942357268730279
HS4,o,507,1153,2542,80,-20,306,-718,10,102,-82,sp,ads,-0.20790559329249422,-1.310470707732144
HS4,a,904,1697,2500,80,-41,-170,-25,27,-88,-391,sp,ads,2.353173724371113,-0.20836781277210967
HS4,e,463,1829,3243,43.586,-31,-3,18,-19,21,80,sp,ads,-0.4917531750990401,0.05905421321083982
HS4,e,430,1787,3205,50,7,66,-135,54,-66,253,sp,ads,-0.7046388614539495,-0.026034613238280473
HS4,o,766,1625,2797,30,-37,-67,-164,-43,6,211,sp,ads,1.4629244905233099,-0.35423437239917305
HS4,a,784,1593,2527,30.554,21,13,-20,19,-38,-77,sp,ads,1.579043955807806,-0.41906395445564565
HS4,e,544,1904,3007,83.767,48,-147,-4,119,-123,48,sp,ads,0.03078441868119208,0.2109985461556975
HS4,i,419,2312,2912,90,-7,157,117,8,420,120,sp,ads,-0.7756007569055859,1.0375757173757232
HS4,u,294,1126,2696,54.241,40,389,147,9,-13,196,sp,ads,-1.581985932492364,-1.3651706675922928
HS4,o,352,1092,2665,70,-22,-79,-93,-36,-308,-502,sp,ads,-1.207823211020099,-1.4340520985272949
HS4,o,548,1237,3170,60,-30,-67,7,27,-89,-53,sp,ads,0.05658874429996898,-1.1402930548339034
HS4,e,419,1802,3054,60,136,127,-77,112,242,184,sp,ads,-0.7756007569055859,0.00435425335069106
HS4,o,529,1163,2960,91.537,-86,-271,-35,88,-154,-261,sp,ads,-0.06598180238922129,-1.2902114633394963
HS4,a,567,1519,2870,50,3,99,-10,123,-102,-19,sp,ads,0.17915929098915925,-0.5689823629612385
HS4,o,450,907,2604,100,-96,274,378,21,-146,-232,sp,ads,-0.575617233360065,-1.8088481197912771
HS4,e,522,2114,2929,140,10,-227,-120,3,-33,44,sp,ads,-0.11113937222208085,0.636442678401299
HS4,a,761,1798,2628,80,0.2,-20,33,31,-61,36,sp,ads,1.4306690834998388,-0.0037494444063680154
HS4,e,523,1818,2914,64.694,7,-18,-162,42,124,213,sp,ads,-0.10468829081738663,0.03676904437892736
HS4,o,471,919,2516,79.61,-0.3,-42,578,-0.4,-474,-99,sp,ads,-0.4401445238614863,-1.7845370265201
HS4,a,485,1778,2949,150,224,25,-132,32,-22,56,sp,ads,-0.34982938419576715,-0.044267933191663396
HS4,i,385,2602,3067,139.777,12,-207,-35,14,-108,-40,sp,ads,-0.9949375246651896,1.625093804762506
HS4,i,388,2462,3093,93.369,-16,241,13,48,302,-15,sp,ads,-0.9755842804511069,1.3414643832654385
HS4,o,596,1433,3127,100.705,-23,64,169,7,-71,118,sp,ads,0.36624065172529174,-0.7432118647380086
HS4,o,606,1578,3040,70,-10,-53,42,17,-141,93,sp,ads,0.430751465772234,-0.44945282104461715
HS4,e,541,2175,2903,120,9,-172,-36,-14,126,-92,sp,ads,0.011431174467109407,0.7600240691964498
HS4,o,407,1916,2932,40,-0.6,-151,65,-3,-138,-31,sp,ads,-0.8530137337619167,0.23530963942687472
HS4,i,404,2554,3011,70,-0.3,-220,-117,-4,92,-281,sp,ads,-0.8723669779759993,1.5278494316777973
HS4,e,463,2325,3261,60,1,99,-119,38,615,534,sp,ads,-0.4917531750990401,1.0639127350861652
HS4,e,483,1820,2928,37.703,5,-7,-38,32,-29,-14,sp,ads,-0.3627315470051556,0.0408208932574569
HS4,o,768,1552,2650,40,-55,81,66,30,-27,-67,sp,ads,1.4758266533326982,-0.5021268564655011
HS4,a,700,1540,2589,42.936,11,-4,7,19,-14,46,sp,ads,1.0371531178134912,-0.5264379497366783
HS4,a,707,1719,2756,76.742,-10,14,-833,70,56,6,sp,ads,1.0823106876463506,-0.16379747510828477
HS4,u,335,1534,3008,61.393,14,-169,-87,49,-111,188,sp,ads,-1.3174915948999009,-0.53859349637226694
HS4,o,480,1182,3138,62.541,-48,-6,-86,67,-15,11,sp,ads,-0.3820847912192383,-1.2517188989934656
HS4,i,366,2650,3106,70,6,210,-156,-15,-79,59,sp,ads,-1.11750807135438,1.722338177847215
HS4,o,474,1693,2530,70,-8,-124,-854,10,-54,-398,sp,ads,-0.4207912796474036,-0.21647151052916874
HS4,e,477,2054,3026,60,-14,-106,-21,49,29,-18,sp,ads,-0.40143803543332096,0.5148872120454128
HS4,i,395,2436,3005,50,-0.8,-66,18,11,40,153,sp,ads,-0.9304267106182473,1.2887903478445546
HS4,u,374,1064,2909,123,-17,-194,-92,-3,-1325,-111,sp,ads,-1.0658994201168261,-1.4907779828267083
HS4,a,452,1893,2848,58.835,-8,61,88,104,95,-21,sp,ads,-0.5627150705506766,0.18871337732378501
HS4,e,510,1690,2898,52.721,-26,-32,-38,58,26,140,sp,ads,-0.18855234907841154,-0.22254928384696304
HS4,o,454,1312,2727,65.936,28,-4,321,29,-112,-270,sp,ads,-0.5498129077412881,-0.9883487218890457
HS4,a,548,1739,2990,50,-32,-17,-69,108,-103,18,sp,ads,0.05658874429996898,-0.12327898632298938
HS4,e,472,1742,2906,60,34,-0.9,42,88,-269,74,sp,ads,-0.4336934424567921,-0.11720121300519507
HS4,e,431,1870,2938,33.33,10,-4,-32,46,-14,-35,sp,ads,-0.6981877800492553,0.14211711522069534
HS4,a,757,1652,2436,67.477,-13,35,135,156,129,-268,sp,ads,1.4048647578810618,-0.29953441253902424
