,speaker,vowel,f1,f2,f3,duration,df1_on,df2_on,df3_on,df1_off,df2_off,df3_off,language,register,z_f1,z_f2,learned_cats
24,JoseAntonio,o,922,1883,2829,1004.441,-224.0,-665.0,-704.0,-96.0,204.0,20.0,sp,ids,1.2786512938797274,0.7710057062428458,3
25,JoseAntonio,e,504,1515,2626,258.531,25.0,100.0,-112.0,-659.0,-606.0,-879.0,sp,ids,-0.6448209939563802,0.0174583338062354,3
26,JoseAntonio,e,623,2146,2749,648.0,68.0,-154.0,84.0,70.0,63.0,-66.0,sp,ids,-0.0972296010078232,1.3095463555657494,3
27,JoseAntonio,a,790,1626,2906,405.22,700.0,906.0,555.0,41.0,-22.0,106.0,sp,ids,0.6712389924577987,0.2447511553835826,3
28,JoseAntonio,e,626,1671,3248,172.381,-111.0,44.0,-638.0,22.0,18.0,-91.0,sp,ids,-0.0834247759755066,0.3368968938608855,3
29,JoseAntonio,e,534,2225,2645,388.502,7.0,50.0,-20.0,-17.0,-9.0,-148.0,sp,ids,-0.5067727436332146,1.4713133186703478,3
30,JoseAntonio,e,805,935,2147,85.127,-49.0,-125.0,-85.0,280.0,-126.0,-455.0,sp,ids,0.7402631176193816,-1.1701978510123352,2
31,JoseAntonio,u,360,1511,2894,55.332,3.0,174.0,-30.0,3.0,-35.0,56.0,sp,ids,-1.307452595507575,0.0092676014971418,2
32,JoseAntonio,a,872,1718,3278,74.486,3.0,-135.0,-469.0,35.0,-7.0,116.0,sp,ids,1.0485708766744517,0.4331379984927352,1
33,JoseAntonio,e,645,1720,2787,53.204,-53.0,-884.0,-865.0,2.0,347.0,1070.0,sp,ids,0.0040057825624982,0.4372333646472819,2
34,JoseAntonio,a,809,1643,2720,61.717,-31.0,-46.0,-54.0,12.0,18.0,-117.0,sp,ids,0.7586695509958037,0.2795617676972303,1
35,JoseAntonio,a,836,1619,2736,53.204,-48.0,-27.0,58.0,-1.0,-14.0,-33.0,sp,ids,0.8829129762866527,0.2304173738426688,2
36,JoseAntonio,a,642,1652,2783,75.835,13.0,-6.0,91.0,11.0,9.0,-5.0,sp,ids,-0.0097990424698183,0.2979909153926909,1
37,JoseAntonio,e,479,1945,3149,50.0,72.0,64.0,-408.0,121.0,-4.0,-114.0,sp,ids,-0.7598612025590181,0.8979620570337964,2
38,JoseAntonio,i,348,2542,3581,50.0,36.0,-102.0,-821.0,10.0,1260.0,904.0,sp,ids,-1.362671895636841,2.120428854166015,1
39,JoseAntonio,a,892,1781,3089,30.0,-67.0,-204.0,-550.0,-70.0,110.0,218.0,sp,ids,1.140603043556562,0.5621420323609593,1
40,JoseAntonio,i,335,1110,2530,90.0,96.0,1167.0,361.0,-34.0,198.0,-84.0,sp,ids,-1.4224928041102132,-0.8118533124894906,2
41,JoseAntonio,a,1177,1822,2697,140.0,-648.0,-618.0,-472.0,241.0,174.0,149.0,sp,ids,2.4520614216266354,0.6460970385291686,1
42,JoseAntonio,o,669,1212,2733,360.0,-263.0,405.0,152.0,89.0,135.0,57.0,sp,ids,0.1144443828210307,-0.602989638607604,0
43,JoseAntonio,a,716,1410,2122,150.0,23.0,-98.0,493.0,94.0,72.0,-525.0,sp,ids,0.3307199749939902,-0.1975483893074712,1
44,JoseAntonio,i,629,1732,2215,30.0,36.0,-65.0,702.0,55.0,-207.0,26.0,sp,ids,-0.06961995094319,0.4618055615745627,2
45,JoseAntonio,o,640,1267,2772,120.0,84.0,131.0,9.0,158.0,-61.0,294.0,sp,ids,-0.0190022591580293,-0.4903670693575671,0
46,JoseAntonio,e,653,1681,2744,30.0,2.0,-84.0,37.0,3.0,-104.0,-7.0,sp,ids,0.0408186493153424,0.3573737246336195,2
47,JoseAntonio,e,447,823,2312,50.0,190.0,1194.0,509.0,75.0,-251.0,-103.0,sp,ids,-0.9071126695703948,-1.3995383556669556,0
48,JoseAntonio,a,816,1805,2844,100.0,-37.0,-72.0,-15.0,232.0,23.0,32.0,sp,ids,0.7908808094045423,0.6112864262155208,1
49,JoseAntonio,a,829,1790,2781,110.0,-9.0,25.0,65.0,-3.0,64.0,153.0,sp,ids,0.850701717877914,0.5805711800564198,1
50,JoseAntonio,a,718,1666,2624,290.0,-23.0,13.0,-2.0,-564.0,-441.0,-448.0,sp,ids,0.3399231916822012,0.3266584784745185,3
51,JoseAntonio,o,231,1626,2744,92.365,1262.0,-14.0,227.0,-86.0,-532.0,121.0,sp,ids,-1.9010600718971875,0.2447511553835826,2
52,JoseAntonio,e,965,2160,3176,76.614,-95.0,-318.0,-995.0,184.0,560.0,540.0,sp,ids,1.4765204526762647,1.338213918647577,1
53,JoseAntonio,o,853,2163,2956,57.46,-146.0,-88.0,-533.0,-56.0,147.0,-110.0,sp,ids,0.9611403181364464,1.3443569678793972,1
54,JoseAntonio,a,793,1646,2563,180.0,32.0,-201.0,-185.0,43.0,31.0,-15.0,sp,ids,0.6850438174901153,0.2857048169290506,0
55,JoseAntonio,a,824,1921,2448,80.0,12.0,-471.0,-203.0,-41.0,-280.0,-588.0,sp,ids,0.8276936761573864,0.8488176631792349,2
56,JoseAntonio,e,823,2134,2881,110.0,-173.0,-16.0,72.0,-115.0,-31.0,452.0,sp,ids,0.8230920678132809,1.2849741586384686,1
57,JoseAntonio,o,959,1070,1886,70.229,-32.0,675.0,1676.0,39.0,-259.0,-1516.0,sp,ids,1.4489108026116315,-0.8937606355804264,2
58,JoseAntonio,e,592,1210,2407,80.572,-153.0,-298.0,-44.0,39.0,258.0,-385.0,sp,ids,-0.2398794596750943,-0.6070850047621508,2
59,JoseAntonio,e,765,1010,2103,117.344,107.0,-49.0,197.0,231.0,-342.0,-267.0,sp,ids,0.5561987838551607,-1.0166216202168303,2
60,JoseAntonio,e,558,1132,2082,90.0,49.0,-29.0,43.0,30.0,-186.0,-101.0,sp,ids,-0.396334143374682,-0.7668042847894758,0
61,JoseAntonio,e,496,1368,2442,90.0,15.0,-19.0,-44.0,-38.0,-64.0,-93.0,sp,ids,-0.6816338607092243,-0.283551078552954,2
62,JoseAntonio,e,545,1797,2126,100.0,-13.0,-623.0,429.0,4.0,650.0,-367.0,sp,ids,-0.4561550518480538,0.5949049615973336,2
63,JoseAntonio,e,550,1252,2588,100.024,13.0,-107.0,-314.0,-8.0,-338.0,194.0,sp,ids,-0.4331470101275262,-0.5210823155166681,2
64,JoseAntonio,i,616,1849,2756,30.0,165.0,128.0,-73.0,-39.0,111.0,-70.0,sp,ids,-0.1294408594165618,0.7013844816155502,2
65,JoseAntonio,a,587,1196,2115,210.0,-64.0,213.0,184.0,-30.0,-380.0,-453.0,sp,ids,-0.2628875013956219,-0.6357525678439784,0
66,JoseAntonio,e,579,1315,2405,80.0,-26.0,181.0,-115.0,-6.0,88.0,-32.0,sp,ids,-0.2997003681484661,-0.392078281648444,2
67,JoseAntonio,e,464,1451,2691,70.0,-17.0,-437.0,-284.0,4.0,305.0,397.0,sp,ids,-0.828885327720601,-0.1135933831392619,2
68,JoseAntonio,i,440,1129,2384,40.0,-1.0,1067.0,856.0,5.0,-228.0,96.0,sp,ids,-0.9393239279791334,-0.772947334021296,2
69,JoseAntonio,a,732,1572,2695,30.0,72.0,152.0,-638.0,-54.0,-76.0,53.0,sp,ids,0.4043457084996785,0.1341762692108191,2
70,JoseAntonio,a,1030,2080,2529,120.0,-100.0,-930.0,-285.0,262.0,736.0,323.0,sp,ids,1.7756249950431238,1.174399272465705,1
71,JoseAntonio,e,551,1458,2573,40.0,242.0,475.0,515.0,-184.0,226.0,-75.0,sp,ids,-0.4285454017834206,-0.0992596015983481,2
72,JoseAntonio,i,206,1100,2818,60.0,82.0,-393.0,-150.0,-464.0,-1330.0,-426.0,sp,ids,-2.0161002804998254,-0.8323301432622245,2
73,JoseAntonio,a,1046,1565,2325,40.0,-73.0,722.0,816.0,115.0,-380.0,-33.0,sp,ids,1.849250728548812,0.1198424876699053,1
74,JoseAntonio,a,621,750,2221,50.0,0.6,-22.0,-12.0,145.0,9.0,-98.0,sp,ids,-0.1064328176960342,-1.5490192203079136,2
75,JoseAntonio,e,623,720,2376,30.0,-38.0,1259.0,863.0,9.0,-87.0,-39.0,sp,ids,-0.0972296010078232,-1.6104497126261157,2
76,JoseAntonio,a,356,810,2275,50.0,149.0,12.0,29.0,-26.0,23.0,118.0,sp,ids,-1.325859028883997,-1.42615823567151,2
77,JoseAntonio,a,732,1123,1969,80.0,35.0,1.0,81.0,138.0,-374.0,-559.0,sp,ids,0.4043457084996785,-0.7852334324849364,2
78,JoseAntonio,a,817,2195,3413,110.0,-21.0,-1230.0,-1320.0,41.0,-180.0,388.0,sp,ids,0.7954824177486478,1.409882826352146,1
79,JoseAntonio,a,736,1844,3107,60.0,-518.0,-919.0,-861.0,249.0,-4.0,-217.0,sp,ids,0.4227521418761006,0.6911460662291833,2
80,JoseAntonio,i,346,746,2737,70.0,60.0,-62.0,-107.0,11.0,38.0,90.0,sp,ids,-1.3718751123250523,-1.5572099526170071,0
81,JoseAntonio,a,993,1677,2517,90.0,-62.0,-328.0,-320.0,219.0,-192.0,-410.0,sp,ids,1.6053654863112194,0.3491829923245259,1
82,JoseAntonio,i,518,933,2316,30.0,-7.0,5.0,55.0,10.0,35.0,66.0,sp,ids,-0.5803984771389028,-1.1742932171668818,2
83,JoseAntonio,a,1173,1277,2076,130.0,-153.0,771.0,567.0,376.0,-414.0,-27.0,sp,ids,2.433654988250213,-0.4698902385848331,1
84,JoseAntonio,a,845,958,2063,280.0,-24.0,-4.0,-80.0,-8.0,-940.0,-913.0,sp,ids,0.9243274513836024,-1.123101140235047,3
85,JoseAntonio,e,415,614,2776,260.505,71.0,12.0,-154.0,-38.0,-9.0,207.0,sp,ids,-1.0543641365817715,-1.827504118817096,0
86,JoseAntonio,a,877,1869,3002,223.288,-189.0,-1016.0,-935.0,79.0,-72.0,11.0,sp,ids,1.071578918394979,0.7423381431610182,1
87,JoseAntonio,e,318,1595,3270,251.123,15.0,-956.0,-719.0,-78.0,1013.0,691.0,sp,ids,-1.500720145960007,0.1812729799881073,3
88,JoseAntonio,a,495,1534,2792,526.879,371.0,160.0,-19.0,25.0,28.0,308.0,sp,ids,-0.6862354690533299,0.05636431227443,3
89,JoseAntonio,e,265,1206,2557,114.94,339.0,1270.0,1534.0,-245.0,-196.0,-67.0,sp,ids,-1.7446053881975996,-0.6152757370712444,2
90,JoseAntonio,a,565,924,2014,161.721,314.0,452.0,470.0,-199.0,-960.0,-693.0,sp,ids,-0.3641228849659434,-1.1927223648623424,0
91,JoseAntonio,i,887,1566,3026,171.024,-618.0,-250.0,-78.0,286.0,100.0,543.0,sp,ids,1.1175950018360343,0.1218901707471787,1
92,JoseAntonio,a,820,890,1969,259.083,-36.0,98.0,159.0,45.0,13.0,-332.0,sp,ids,0.8092872427809643,-1.262343589489638,3
93,JoseAntonio,e,484,672,2590,233.227,1.0,24.0,16.0,-20.0,-3.0,90.0,sp,ids,-0.7368531608384905,-1.7087385003352389,0
94,JoseAntonio,a,805,1921,2080,219.201,-60.0,39.0,328.0,43.0,17.0,-1404.0,sp,ids,0.7402631176193816,0.8488176631792349,1
95,JoseAntonio,e,344,866,2480,159.612,5.0,-29.0,34.0,24.0,-291.0,6.0,sp,ids,-1.3810783290132636,-1.3114879833441997,0
96,JoseAntonio,a,949,1107,2265,120.0,0.02,411.0,-105.0,637.0,-10.0,-124.0,sp,ids,1.4028947191705765,-0.8179963617213107,2
97,JoseAntonio,i,364,737,2566,30.0,-12.0,225.0,-2.0,158.0,297.0,28.0,sp,ids,-1.289046162131153,-1.575639100312468,2
98,JoseAntonio,e,368,849,2425,60.0,23.0,-66.0,-39.0,-7.0,-85.0,79.0,sp,ids,-1.2706397287547309,-1.3462985956578473,0
99,JoseAntonio,a,769,1670,3029,70.0,-38.0,-119.0,-797.0,66.0,70.0,592.0,sp,ids,0.5746052172315829,0.3348492107836121,1
100,JoseAntonio,a,709,1135,1730,90.0,33.0,-18.0,-62.0,80.0,-307.0,-906.0,sp,ids,0.2985087165852516,-0.7606612355576556,2
101,JoseAntonio,i,347,781,2491,50.0,17.0,531.0,18.0,23.0,-95.0,15.0,sp,ids,-1.367273503980947,-1.4855410449124384,2
102,JoseAntonio,a,547,1046,2201,150.0,-80.0,-37.0,-95.0,93.0,-7.0,294.0,sp,ids,-0.4469518351598427,-0.942905029434988,0
103,JoseAntonio,a,955,1518,2331,410.0,-289.0,-627.0,-457.0,51.0,19.0,-6.0,sp,ids,1.4305043692352095,0.0236013830380556,3
104,JoseAntonio,i,374,1236,2555,30.0,-7.0,-71.0,-36.0,-6.0,-201.0,-56.0,sp,ids,-1.243030078690098,-0.5538452447530424,2
105,JoseAntonio,a,829,1812,2568,50.0,34.0,48.0,23.0,-97.0,-54.0,-44.0,sp,ids,0.850701717877914,0.6256202077564346,2
106,JoseAntonio,o,732,1195,2280,180.0,122.0,159.0,394.0,67.0,116.0,-77.0,sp,ids,0.4043457084996785,-0.6378002509212517,0
107,JoseAntonio,a,685,2352,2777,80.0,-12.0,-0.08,-88.0,29.0,-161.0,166.0,sp,ids,0.188070116326719,1.731369069484069,2
108,JoseAntonio,o,811,1373,2426,90.0,36.0,264.0,485.0,504.0,-187.0,-222.0,sp,ids,0.7678727676840147,-0.273312663166587,2
109,JoseAntonio,a,759,1550,2160,120.0,154.0,-25.0,294.0,-38.0,-384.0,-800.0,sp,ids,0.5285891337905276,0.0891272415108044,2
110,JoseAntonio,e,660,1171,2425,30.0,247.0,351.0,282.0,46.0,-985.0,-730.0,sp,ids,0.073029907724081,-0.6869446447758133,2
111,JoseAntonio,e,789,1623,2488,100.0,78.0,414.0,415.0,-81.0,-463.0,-247.0,sp,ids,0.6666373841136932,0.2386081061517624,2
112,JoseAntonio,a,973,1795,2495,110.0,-51.0,-88.0,-123.0,223.0,-32.0,-382.0,sp,ids,1.513333319429109,0.5908095954427868,0
113,JoseAntonio,o,858,1376,2703,120.0,35.0,141.0,90.0,24.0,-135.0,-206.0,sp,ids,0.984148359856974,-0.2671696139347668,1
114,JoseAntonio,i,745,2291,3120,30.0,45.0,-439.0,-469.0,-39.0,33.0,6.0,sp,ids,0.4641666169730503,1.606460401770392,2
115,JoseAntonio,e,396,1559,2512,53.391,-7.0,-19.0,-95.0,21.0,23.0,24.0,sp,ids,-1.1417946951197764,0.1075563892062649,2
116,JoseAntonio,o,755,1326,2568,54.934,-3.0,217.0,45.0,49.0,543.0,1467.0,sp,ids,0.5101827004141055,-0.3695537677984367,0
117,JoseAntonio,a,313,1379,2673,48.848,-20.0,94.0,-154.0,-941.0,-515.0,-275.0,sp,ids,-1.5237281876805346,-0.2610265647029466,2
118,JoseAntonio,o,824,1307,2742,48.072,-28.0,25.0,-72.0,-37.0,175.0,25.0,sp,ids,0.8276936761573864,-0.4084597462666312,1
119,JoseAntonio,a,603,1623,2091,96.926,-198.0,-284.0,-337.0,-165.0,-27.0,-2.0,sp,ids,-0.1892617678899336,0.2386081061517624,2
120,JoseAntonio,a,799,1383,2001,60.0,31.0,525.0,468.0,28.0,-684.0,-438.0,sp,ids,0.7126534675547485,-0.252835832393853,0
121,JoseAntonio,i,544,1721,2706,60.0,-91.0,-847.0,-132.0,-171.0,-62.0,-202.0,sp,ids,-0.4607566601921593,0.4392810477245554,2
122,JoseAntonio,a,896,1719,2565,130.0,-172.0,105.0,142.0,-33.0,76.0,-31.0,sp,ids,1.159009476932984,0.4351856815700086,0
123,JoseAntonio,a,741,1614,2656,60.0,20.0,3.0,54.0,18.0,-37.0,-330.0,sp,ids,0.4457601835966282,0.2201789584563018,2
124,JoseAntonio,o,692,1770,2539,30.0,75.0,-101.0,294.0,-845.0,-565.0,-1041.0,sp,ids,0.2202813747354577,0.5396175185109519,2
125,JoseAntonio,a,988,1271,2863,30.0,-11.0,200.0,-83.0,182.0,51.0,-5.0,sp,ids,1.5823574445906918,-0.4821763370484735,1
126,JoseAntonio,a,990,2719,3135,30.0,-26.0,19.0,597.0,-37.0,1638.0,385.0,sp,ids,1.5915606612789028,2.482868758843406,2
127,JoseAntonio,a,933,1663,2718,100.0,-103.0,-8.0,-54.0,35.0,40.0,-20.0,sp,ids,1.3292689856648885,0.3205154292426983,1
128,JoseAntonio,o,530,1766,2986,154.481,159.0,-177.0,-14.0,-382.0,-229.0,-68.0,sp,ids,-0.5251791770096366,0.5314267862018582,1
129,JoseAntonio,e,474,876,2523,235.709,-92.0,910.0,436.0,-18.0,256.0,11.0,sp,ids,-0.7828692442795457,-1.2910111525714656,0
130,JoseAntonio,o,770,1839,2630,68.232,128.0,64.0,163.0,-38.0,371.0,-211.0,sp,ids,0.5792068255756884,0.6809076508428163,2
131,JoseAntonio,a,819,1810,2828,42.899,-55.0,-74.0,47.0,-26.0,170.0,378.0,sp,ids,0.8046856344368588,0.6215248416018878,1
132,JoseAntonio,a,792,1610,2817,13.956,-181.0,-389.0,-594.0,13.0,18.0,-87.0,sp,ids,0.6804422091460098,0.2119882261472082,1
133,JoseAntonio,a,883,1671,2995,96.92,-33.0,166.0,104.0,228.0,-25.0,181.0,sp,ids,1.099188568459612,0.3368968938608855,1
134,JoseAntonio,o,519,1462,2573,27.138,-5.0,75.0,26.0,-241.0,-35.0,-203.0,sp,ids,-0.5757968687947973,-0.0910688692892545,2
135,JoseAntonio,a,860,1289,1695,80.0,-26.0,433.0,917.0,316.0,259.0,-1149.0,sp,ids,0.9933515765451852,-0.4453180416575524,2
136,JoseAntonio,a,803,1666,2434,30.0,-41.0,-136.0,-386.0,-149.0,-396.0,-1143.0,sp,ids,0.7310599009311705,0.3266584784745185,2
137,JoseAntonio,o,889,1575,2755,30.0,72.0,-56.0,-195.0,47.0,-80.0,-56.0,sp,ids,1.126798218524245,0.1403193184426393,0
138,JoseAntonio,a,857,1009,1744,70.0,-36.0,51.0,44.0,37.0,-454.0,-1771.0,sp,ids,0.9795467515128686,-1.0186693032941037,2
139,JoseAntonio,a,802,1510,2672,30.0,9.0,49.0,-266.0,-56.0,-37.0,218.0,sp,ids,0.726458292587065,0.0072199184198684,0
140,JoseAntonio,o,924,1876,3050,40.0,-8.0,27.0,-278.0,-80.0,-35.0,-67.0,sp,ids,1.2878545105679384,0.756671924701932,1
141,JoseAntonio,e,740,1851,2838,60.0,-146.0,-56.0,28.0,32.0,-94.0,-30.0,sp,ids,0.4411585752525227,0.7054798477700971,2
142,JoseAntonio,o,456,1011,2799,50.0,-6.0,-5.0,-154.0,159.0,15.0,-59.0,sp,ids,-0.8656981944734451,-1.014573937139557,2
143,JoseAntonio,e,736,1832,2789,50.0,-124.0,-172.0,-298.0,-4.0,11.0,40.0,sp,ids,0.4227521418761006,0.6665738693019025,2
144,JoseAntonio,e,456,1907,2718,30.0,-3.0,-504.0,-350.0,90.0,1113.0,396.0,sp,ids,-0.8656981944734451,0.8201501000974073,2
145,JoseAntonio,a,868,1510,2553,80.0,14.0,337.0,385.0,50.0,310.0,-78.0,sp,ids,1.0301644432980293,0.0072199184198684,2
146,JoseAntonio,o,887,1570,2284,40.0,-136.0,-127.0,-92.0,-163.0,145.0,24.0,sp,ids,1.1175950018360343,0.1300809030562723,0
147,JoseAntonio,a,922,1687,2774,110.0,-147.0,-134.0,181.0,23.0,-113.0,-205.0,sp,ids,1.2786512938797274,0.3696598230972598,1
148,JoseAntonio,a,788,1907,3128,180.0,163.0,-26.0,-297.0,-175.0,467.0,913.0,sp,ids,0.6620357757695877,0.8201501000974073,1
149,JoseAntonio,o,235,1616,3109,70.0,523.0,-396.0,-1180.0,-1173.0,-549.0,-440.0,sp,ids,-1.8826536385207653,0.2242743246108486,1
150,JoseAntonio,o,267,873,2612,331.853,12.0,-18.0,81.0,-121.0,-4.0,-112.0,sp,ids,-1.7354021715093886,-1.2971542018032858,3
151,JoseAntonio,e,435,600,2504,60.0,128.0,1794.0,645.0,34.0,-38.0,-170.0,sp,ids,-0.9623319696996612,-1.8561716818989236,2
152,JoseAntonio,e,618,2068,2292,50.0,85.0,-52.0,17.0,-25.0,-37.0,-59.0,sp,ids,-0.1202376427283508,1.1498270755384243,2
153,JoseAntonio,e,677,1849,2479,76.581,-21.0,96.0,25.0,29.0,-92.0,-51.0,sp,ids,0.1512572495738749,0.7013844816155502,2
154,JoseAntonio,e,244,1006,2279,37.217,32.0,84.0,10.0,54.0,104.0,115.0,sp,ids,-1.8412391634238157,-1.0248123525259238,2
155,JoseAntonio,e,692,1463,2248,130.26,355.0,418.0,886.0,140.0,-327.0,-157.0,sp,ids,0.2202813747354577,-0.0890211862119812,0
156,JoseAntonio,e,361,1426,2744,50.0,31.0,79.0,284.0,-60.0,-93.0,40.0,sp,ids,-1.3028509871634697,-0.1647854600710969,2
157,JoseAntonio,e,368,1558,2720,50.0,27.0,-32.0,-318.0,-2.0,-77.0,-155.0,sp,ids,-1.2706397287547309,0.1055087061289915,2
158,JoseAntonio,e,387,1548,2638,70.0,-22.0,3.0,224.0,-239.0,-370.0,92.0,sp,ids,-1.183209170216726,0.0850318753562576,2
159,JoseAntonio,a,858,1618,2878,60.0,12.0,-47.0,-170.0,126.0,64.0,106.0,sp,ids,0.984148359856974,0.2283696907653954,2
160,JoseAntonio,e,589,1733,3084,30.0,12.0,-255.0,-229.0,15.0,-98.0,-48.0,sp,ids,-0.2536842847074109,0.4638532446518361,2
161,JoseAntonio,e,358,1573,2681,30.0,21.0,21.0,-18.0,-55.0,-50.0,-383.0,sp,ids,-1.316655812195786,0.1362239522880925,2
162,JoseAntonio,o,613,1506,2984,50.0,7.0,-6.0,-322.0,294.0,93.0,98.0,sp,ids,-0.1432456844488784,-0.000970813889225099,2
163,JoseAntonio,i,207,818,2692,80.0,210.0,1848.0,581.0,-205.0,-1509.0,-723.0,sp,ids,-2.01149867215572,-1.4097767710533229,2
164,JoseAntonio,o,771,1873,3000,30.0,-39.0,-51.0,-136.0,-260.0,-192.0,-262.0,sp,ids,0.5838084339197939,0.7505288754701118,2
165,JoseAntonio,e,454,700,2453,40.0,19.0,232.0,-3.0,2.0,-1763.0,-1190.0,sp,ids,-0.8749014111616562,-1.6514033741715837,2
166,JoseAntonio,o,732,1233,2910,90.0,-224.0,-121.0,-82.0,-61.0,-42.0,-30.0,sp,ids,0.4043457084996785,-0.5599882939848626,0
167,JoseAntonio,a,874,1294,2858,60.0,34.0,40.0,-23.0,92.0,48.0,63.0,sp,ids,1.0577740933626625,-0.4350796262711854,2
168,JoseAntonio,o,807,1404,2450,30.0,-93.0,63.0,290.0,-206.0,68.0,-142.0,sp,ids,0.7494663343075926,-0.2098344877711116,0
169,JoseAntonio,e,225,1571,2842,198.492,10.0,288.0,278.0,-1233.0,-1021.0,-932.0,sp,ids,-1.9286697219618203,0.1321285861335457,3
170,JoseAntonio,o,1039,1408,2541,50.0,13.0,308.0,769.0,92.0,295.0,-118.0,sp,ids,1.8170394701400732,-0.201643755462018,1
171,JoseAntonio,o,586,1050,2639,70.0,133.0,457.0,89.0,285.0,-135.0,17.0,sp,ids,-0.2674891097397274,-0.9347142971258944,2
172,JoseAntonio,a,754,1638,2971,60.0,114.0,-128.0,-289.0,457.0,32.0,203.0,sp,ids,0.50558109207,0.2693233523108634,2
173,JoseAntonio,u,344,1065,2857,70.0,-26.0,24.0,-45.0,41.0,52.0,273.0,sp,ids,-1.3810783290132636,-0.9039990509667934,2
174,JoseAntonio,i,418,2686,3154,90.0,-34.0,-135.0,-206.0,50.0,263.0,109.0,sp,ids,-1.040559311549455,2.415295217293384,1
175,JoseAntonio,i,757,1778,2644,30.0,167.0,97.0,-169.0,4.0,-224.0,18.0,sp,ids,0.5193859171023165,0.5559989831291391,1
176,JoseAntonio,e,586,2211,2762,130.0,-57.0,23.0,21.0,-25.0,-132.0,-131.0,sp,ids,-0.2674891097397274,1.4426457555885202,1
177,JoseAntonio,e,848,2153,3069,30.0,-107.0,-34.0,59.0,-194.0,-84.0,-118.0,sp,ids,0.9381322764159188,1.323880137106663,2
